vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
EH	1	THREATEN	873.5	1644.9	2151.7	64.3	223.1	327.1	407.258	407.235	407.305	0.07	2	1	4	1	8	1			829.9	1623.2	877.9	1648.7	916.6	1718.0	926.4	1786.5	906.2	1844.2	5		945	1840	2769	2.14181	1	threaten	407.2802
UW	1	DO	451.1	2100.9	2622.3	134.9	309.6	377.0	407.601	407.594	407.705	0.111	73	0	0	0	3	0			455.3	2199.9	458.5	2048.6	467.5	1971.1	461.3	1982.2	460.4	1993.1	5		448	1822	2547	73.0003	1	do	407.6306
IH	1	THIS	757.3	2047.0	2902.2	83.4	112.2	173.5	407.818	407.765	407.925	0.16	1	3	4	1	3	0			726.5	2041.7	758.2	2047.4	765.9	2038.7	767.1	2034.0	759.4	1975.8	4		759	2003	2907	1.3413	1	this	407.8471
EH	1	THREATEN	839.6	1754.2	2371.4	67.9	200.4	366.9	408.322	408.275	408.415	0.14	2	1	4	1	8	1			791.2	1737.7	845.8	1757.3	879.1	1824.2	882.7	1904.7	886.4	1966.9	5		897	1887	2813	2.14181	1	threaten	408.3429
AH	1	GUN	876.9	1429.8	1895.8	82.0	111.2	1543.1	409.288	409.225	409.415	0.19	6	4	4	2	6	0			877.2	1460.9	875.9	1426.7	865.5	1395.9	881.7	1390.5	879.7	1415.5	6		883	1402	2222	6.4426	1	gun	409.3215
AY	1	MIND	839.4	1810.0	2794.5	82.3	234.5	397.4	411.055	411.052	411.121	0.069	41	4	4	2	2	3			828.4	1961.0	818.4	2069.5	808.5	2178.3	792.1	2267.3	764.3	2309.5	5		819	2058	2842	41.44223	1	mind	411.0751
AA	1	ON	856.5	1149.4	2213.2	183.6	171.7	455.6	413.059	413.019	413.139	0.12	53	4	4	2	0	0			855.9	1084.9	850.1	1159.7	814.5	1246.1	824.7	1359.3	816.6	1417.5	6		837	1348	2442	5.442	1	on	413.0922
AY	1	LIFE	783.6	1565.7	3073.7	97.8	150.3	175.7	413.386	413.369	413.468	0.099	47	3	2	1	7	0			782.6	1600.8	759.5	1793.8	720.8	1947.1	669.2	2057.4	635.6	2149.8	5		778	1524	3061	47.3217	1	life	413.3856
AO	1	MORE	814.6	1080.5	2327.2	170.5	321.9	183.0	426.188	426.158	426.248	0.09	64	6	4	2	2	0			804.7	989.6	814.3	1088.5	812.8	1173.1	810.3	1242.3	809.2	1266.8	6		792	1170	2293	64.6002	1	more	426.2061
IH	1	CITY	649.6	2075.9	3003.0	167.1	125.8	149.5	427.429	427.412	427.462	0.05	1	1	4	1	3	1			641.4	2069.8	649.6	2075.9	643.9	2078.0	618.6	2071.1	576.5	2058.9	4		648	2063	2991	1.14131	1	city	427.4298
IY	1	PEOPLE	451.8	2730.6	3300.5	188.3	222.2	474.6	431.108	431.078	431.168	0.09	11	1	1	1	1	1			493.2	2711.6	456.8	2717.8	476.0	2643.9	503.1	2606.2	864.1	2775.2	4		468	2678	3081	11.11111	1	people	431.115
AY	1	I'D	939.7	1802.2	2509.6	50.0	1016.5	1275.2	431.798	431.797	431.927	0.13	41	1	4	2	0	0			858.7	1442.9	863.7	1493.1	795.9	1629.0	719.4	1798.6	667.7	2055.4	6		884	1785	2934	41.142	1	I'd	431.8386
AH	1	MUCH	890.4	1614.8	2957.0	146.9	144.7	360.1	433.616	433.596	433.657	0.061	6	2	5	1	2	0			897.7	1537.3	887.7	1624.1	855.5	1705.9	841.7	1790.7	863.8	1824.3	5		910	1588	2967	6.16123	1	much	433.6121
OW	1	KNOW	877.8	1625.6	1823.9	173.6	230.3	940.2	434.651	434.616	434.787	0.171	63	0	0	0	4	0			875.5	1633.7	942.7	1493.9	927.0	1408.3	845.6	1276.8	781.4	1148.4	6		1009	1539	3229	62.0004	1	know	434.6762
OW	1	KNOW	835.8	1466.9	2949.8	64.1	122.9	193.7	435.139	435.117	435.577	0.46	63	0	0	0	4	0			817.9	1224.4	680.6	1087.5	698.3	1063.8	688.8	981.3	724.6	901.6	5		844	1259	3042	62.0004	1	know	435.2061
AE	1	CAN'T	716.2	2547.1	3233.2	104.8	175.5	372.6	435.86	435.827	435.927	0.1	33	4	4	2	6	3			684.2	2630.0	720.7	2537.4	763.7	2473.0	819.6	2419.7	860.0	2315.2	4		725	2500	3194	3.44203	1	can't	435.8685
AH	1	JUDGE	797.0	1800.2	3002.5	81.3	177.1	218.2	436.327	436.297	436.387	0.09	6	2	5	2	5	0			794.4	1833.1	797.1	1802.0	796.2	1868.8	778.4	1951.9	692.7	2026.8	4		788	1752	2908	6.2525	1	judge	436.3272
IH	1	HEAR	523.9	2392.2	2685.2	117.6	155.5	179.6	437.174	437.147	437.227	0.08	14	6	4	2	0	0			488.6	2478.7	528.0	2383.9	585.2	2278.8	637.0	2157.3	661.8	2024.0	5		555	2357	2670	14.6	1	hear	437.1805
AW	1	ABOUT	840.9	1460.3	2581.9	56.5	89.3	111.8	437.361	437.337	437.446	0.109	42	1	4	1	1	0			838.9	1458.6	866.8	1486.2	870.9	1506.1	825.5	1566.8	763.2	1640.4	5		895	1520	2757	42.1411	1	(a)bout	437.3885
IH	1	HEAR	593.9	2182.0	2484.3	111.8	198.7	237.8	438.006	437.986	438.047	0.061	14	6	4	2	0	0			564.0	2204.3	596.5	2177.2	607.5	2124.7	617.5	2053.4	622.8	1999.1	5		604	2211	2524	14.6	1	hear	438.0067
AE	1	BAD	738.5	2337.4	3034.7	69.2	125.7	210.3	439.123	439.067	439.236	0.169	33	1	4	2	1	0			721.3	2299.7	743.8	2331.6	840.2	2234.5	913.3	2139.5	824.3	2105.1	4		722	2320	2982	3.1421	1	bad	439.1164
AY	1	I	945.6	1716.1	3268.5	140.1	286.8	165.8	440.384	440.333	440.483	0.15	41	0	0	0	0	0			933.7	1468.3	945.5	1728.6	882.3	2064.2	775.4	2389.7	641.0	2609.4	4		924	1612	3178	41.0006	1	I	440.3799
IH	1	HEAR	560.0	2494.5	3375.3	177.3	216.5	602.3	440.545	440.512	440.612	0.1	14	6	4	2	0	0			518.3	2592.8	562.9	2485.1	569.2	2385.7	578.4	2229.0	606.0	2106.3	4		554	2317	2890	14.6	1	hear	440.5622
AE	1	CAN'T	791.3	2564.5	3154.4	169.7	117.4	237.1	441.865	441.798	441.998	0.2	33	4	4	2	6	3			713.0	2702.8	800.6	2538.5	852.6	2235.2	901.1	2061.2	889.2	1926.7	4		746	2645	3168	3.44203	1	can't	441.8543
AE	1	BAD	722.0	2108.1	2967.3	84.2	170.6	190.1	442.798	442.761	442.871	0.11	33	1	4	2	1	0			665.8	2106.8	724.2	2105.1	738.7	2054.0	701.4	1994.7	663.9	1941.0	4		706	2109	2920	3.1421	1	bad	442.7916
AH	1	JUDGE	759.5	1871.3	2866.0	107.2	171.2	179.1	445.545	445.498	445.638	0.14	6	2	5	2	5	0			653.3	1971.8	770.0	1862.8	808.2	1833.6	769.5	1883.5	642.5	1961.7	4		804	1801	2826	6.2525	1	judge	445.5608
AY	1	RIGHT	799.5	1885.9	2486.4	69.3	193.7	288.3	447.948	447.892	448.052	0.16	47	1	4	1	7	0			760.6	1760.6	799.5	1885.9	748.5	2096.7	669.3	2255.7	590.3	2405.1	5		816	1952	2631	47.1417	1	right	447.9483
AE	1	EXACTLY	695.5	2059.8	2896.0	114.2	139.3	168.4	448.378	448.331	448.471	0.14	3	1	6	1	3	4			657.3	2033.5	703.1	2059.7	764.6	2071.5	767.3	2088.5	718.8	2117.6	4		761	2040	2846	3.16104	1	(e)xactly	448.4127
AA	1	COT	1021.1	1589.4	1742.8	159.0	263.1	1551.4	466.41	466.333	466.563	0.23	5	1	4	1	6	0			1048.0	1472.2	1022.6	1587.0	1052.4	1606.8	1015.9	1374.3	923.3	1688.7	6		1136	1671	3028	5.141	1	cot	466.4323
AH	1	COME	890.1	1578.0	3064.3	112.1	110.6	1194.0	468.732	468.695	468.805	0.11	6	4	1	2	6	0			891.3	1594.5	890.2	1576.1	885.9	1526.8	880.3	1494.4	871.3	1480.3	5		924	1588	3234	6.412	1	come	468.7481
AW	1	OUT	904.7	1876.1	3002.2	141.9	302.9	206.7	469.673	469.639	469.819	0.18	42	1	4	1	0	0			910.9	1865.4	981.6	1787.0	962.2	1750.4	897.7	1622.4	860.2	1298.1	4		991	1779	2979	42.141	1	out	469.7024
IY	1	NEED	642.7	2701.9	3092.5	179.1	152.0	403.2	470.279	470.249	470.34	0.091	11	1	4	2	4	0			625.1	2706.9	645.0	2699.5	652.5	2646.2	654.5	2498.3	637.5	2259.1	4		647	2706	3088	11.1424	1	need	470.2798
EH	1	BED	813.8	1865.2	2946.4	82.1	200.8	185.2	470.733	470.709	470.78	0.071	2	1	4	2	1	0			809.2	1851.9	813.8	1865.4	812.1	1864.9	803.1	1864.5	777.7	1850.8	4		812	1861	2982	2.1421	1	bed	470.7417
EH	1	HOTEL	911.3	1723.8	2874.5	97.8	231.4	363.3	471.259	471.209	471.36	0.151	2	5	4	2	3	0			885.1	1782.7	912.6	1716.2	891.7	1634.1	887.0	1590.4	868.9	1507.8	5		946	1786	3014	2.5423	1	(ho)tel	471.268
EH	1	BED	923.6	1854.3	2921.6	73.5	158.9	1006.2	472.975	472.919	473.088	0.169	2	1	4	2	1	0			864.1	1837.9	928.2	1857.6	949.6	1890.2	922.5	1938.2	842.8	1991.0	5		965	1937	3042	2.1421	1	bed	473.009
ER	1	PERMANENT	785.2	1715.5	3508.2	263.8	169.6	1706.0	474.896	474.873	474.943	0.07	94	4	1	2	1	2			806.2	1702.6	790.5	1719.6	812.0	1756.9	808.7	1786.1	794.7	1791.9	4		728	1632	2106	94.60012	1	permanent	474.9267
EY	1	STAYS	632.2	2538.5	3031.6	223.8	171.2	357.0	475.616	475.553	475.683	0.13	21	3	4	2	3	0			623.9	2358.4	620.7	2481.6	631.4	2542.5	610.2	2516.6	580.5	2305.9	4		637	2430	3058	22.0023	1	stays	475.5851
UW	1	ROOM	753.8	1296.0	2495.4	152.4	155.8	1135.9	476.05	476.042	476.113	0.071	73	4	1	2	7	0			754.7	1288.0	752.3	1232.2	748.7	1174.4	739.4	1117.4	742.3	1091.3	6		754	1319	2657	72.4127	1	room	476.0484
AA	1	COT	937.0	1739.2	2538.3	104.2	181.2	330.4	476.765	476.732	476.832	0.1	5	1	4	1	6	0			918.8	1760.7	940.3	1734.7	969.5	1715.6	991.1	1728.9	981.8	1805.8	5		994	1723	2602	5.141	1	cot	476.7978
UW	1	MOVE	577.0	815.9	2434.6	220.0	112.7	469.2	477.154	477.131	477.201	0.07	72	3	2	2	2	0			579.7	833.9	576.6	814.3	586.4	812.6	590.9	865.3	599.4	917.4	6		590	808	2426	72.3222	1	move	477.1583
AW	1	AROUND	944.9	1697.7	2625.0	102.6	136.7	500.8	477.392	477.331	477.681	0.35	42	4	4	2	7	3			958.2	1688.7	1017.5	1612.0	946.2	1422.3	896.5	1281.6	870.3	1219.4	5		1016	1613	2764	42.44273	1	(a)round	477.4569
EH	1	BED	853.2	1842.8	2879.2	62.8	154.9	271.5	478.557	478.524	478.624	0.1	2	1	4	2	1	0			816.1	1830.1	859.1	1844.8	883.9	1860.2	860.6	1865.9	788.6	1871.3	4		894	1867	2903	2.1421	1	bed	478.5727
ER	1	PERMANENT	727.3	1533.9	1814.8	138.8	299.6	709.1	480.531	480.507	480.578	0.071	94	4	1	2	1	2			759.8	1532.7	725.8	1535.9	718.5	1559.6	736.5	1502.3	739.8	1398.4	6		729	1553	1920	94.60012	1	permanent	480.5465
AO	1	CAUGHT	875.1	1344.3	2635.1	107.1	83.5	185.7	493.612	493.566	493.705	0.139	53	1	4	1	6	0			880.5	1360.6	874.4	1341.4	877.5	1327.9	894.7	1341.6	913.6	1379.4	5		898	1348	2671	53.141	1	caught	493.6616
EY	1	MAYBE	668.6	2439.4	2995.8	131.4	130.8	429.4	494.581	494.553	494.613	0.06	21	1	1	2	2	1			647.1	2302.5	662.5	2403.6	668.1	2437.9	657.1	2348.2	622.9	2260.3	4		678	2278	2939	21.1122	1	maybe	494.5631
AY	1	TRYING	894.7	1906.5	2537.1	78.1	140.6	1069.8	495.88	495.872	495.922	0.05	41	4	6	2	8	0			894.4	1922.4	888.0	1988.7	871.7	2074.5	849.0	2176.0	827.8	2272.8	5		899	1906	2568	41.00283	1	trying	495.8804
AY	1	HIDE	1069.0	1774.1	2684.7	173.1	310.1	1026.5	496.069	496.082	496.253	0.171	41	1	4	2	0	0			995.4	1786.4	946.3	1860.8	871.6	2005.0	787.7	2240.3	678.3	2374.0	5		1011	1781	2626	41.142	1	hide	496.1024
AA	1	GOT	931.7	1858.3	2740.9	85.7	193.8	635.7	496.892	496.852	496.972	0.12	5	1	4	1	6	0			846.6	1959.5	938.7	1846.9	967.0	1774.5	976.5	1821.4	908.0	1904.9	4		947	1720	2518	5.1416	1	got	496.9095
AO	1	CAUGHT	929.6	1414.3	2792.7	97.5	144.1	366.2	497.141	497.101	497.221	0.12	53	1	4	1	6	0			910.6	1362.7	930.8	1423.4	925.6	1544.4	893.3	1684.0	787.4	1780.7	4		938	1462	2780	53.141	1	caught	497.1493
IY	1	STEALING	482.8	2637.9	3002.7	116.0	237.9	312.7	497.428	497.392	497.501	0.109	11	5	4	2	3	1			445.4	2527.4	492.6	2643.4	559.1	2594.4	627.8	2365.9	706.9	2046.7	4		561	2629	2935	11.5423	1	stealing	497.4409
AA	1	GOT	917.3	1840.0	2567.1	105.2	201.9	702.6	498.101	498.061	498.182	0.121	5	1	4	1	6	0			838.9	1955.5	922.7	1832.6	940.8	1787.9	929.4	1813.2	860.7	1852.6	4		941	1781	2525	5.1416	1	got	498.1197
AO	1	CAUGHT	904.7	1314.1	2668.1	72.6	105.1	161.3	498.391	498.321	498.531	0.21	53	1	4	1	6	0			888.3	1317.7	906.0	1315.1	907.9	1337.1	909.1	1393.9	915.6	1485.7	5		968	1372	2812	53.141	1	caught	498.4029
UW	1	DOING	432.8	2018.2	2798.1	103.8	378.7	313.7	499.23	499.222	499.292	0.07	73	0	0	0	3	1			435.1	1970.8	467.0	1784.8	499.9	1613.9	524.3	1543.0	540.6	1569.7	5		478	1800	3589	73.4423	1	doing	499.2533
AH	1	DRUGS	850.4	1485.8	2399.1	59.7	110.7	371.6	499.579	499.532	499.672	0.14	6	1	6	2	8	3			837.1	1486.8	851.0	1487.5	847.0	1522.3	820.3	1603.2	734.9	1652.1	5		940	1681	3624	6.1628	1	drugs	499.5748
AY	1	FINDING	950.9	1854.2	3072.3	128.6	184.4	934.1	500.935	500.945	501.025	0.08	41	4	4	2	1	4			929.2	2066.8	908.8	2200.3	878.0	2356.1	842.6	2460.6	800.9	2500.1	4		953	1862	3097	41.44213	1	finding	500.9363
AW	1	OUT	986.6	1911.5	2853.7	189.9	172.3	411.4	501.242	501.205	501.455	0.25	42	1	4	1	0	0			1050.8	1822.4	1066.4	1672.0	932.0	1531.9	846.4	1310.4	720.4	1144.3	5		1119	1749	2916	42.141	1	out	501.2731
EY	1	MAYBE	650.5	2528.2	2981.1	124.3	230.9	229.6	501.718	501.705	501.795	0.09	21	1	1	2	2	1			645.3	2557.9	629.3	2610.6	613.6	2651.6	609.2	2665.5	608.7	2591.0	4		655	2503	2990	21.1122	1	maybe	501.7146
AH	1	MUCH	911.9	1499.7	1784.6	109.7	137.1	739.4	502.792	502.756	502.865	0.109	6	2	5	1	2	0			883.3	1384.2	914.0	1515.5	910.2	1629.3	855.0	1759.1	776.5	1814.1	6		1013	1661	2936	6.16123	1	much	502.8049
AE	1	ACT	953.0	2211.3	3044.5	111.4	167.7	768.4	503.426	503.346	503.586	0.24	3	1	6	1	0	3			913.7	2299.3	958.6	2199.9	1031.6	2142.9	1089.3	2057.2	1012.5	2011.7	4		902	2348	3101	3.16163	1	act	503.3823
AY	1	FINDING	859.8	1950.4	2950.2	106.8	109.2	1968.9	504.158	504.125	504.225	0.1	41	4	4	2	1	4			849.4	1831.3	859.3	1967.9	846.9	2090.3	822.3	2181.1	790.0	2213.5	5		864	2061	3044	41.44213	1	finding	504.1707
AW	1	OUT	955.4	1853.6	2656.6	105.5	128.8	542.1	504.439	504.415	504.594	0.179	42	1	4	1	0	0			969.1	1777.7	962.0	1665.2	930.7	1527.2	851.3	1354.1	769.1	1425.0	5		1008	1784	2971	42.141	1	out	504.4565
IH	1	OVERHEARING	648.5	2450.0	2984.0	111.4	104.5	659.3	505.897	505.874	505.944	0.07	14	6	4	2	0	1			638.2	2491.7	649.3	2444.4	654.0	2362.0	658.2	2266.1	674.2	2174.5	5		648	2472	3021	14.6	1	(over)hearing	505.8945
EH	1	INVESTIGATING	804.1	1726.6	2777.3	65.7	158.8	491.6	506.799	506.772	506.852	0.08	2	3	4	1	1	5			785.1	1710.3	806.0	1727.4	826.6	1739.7	829.2	1748.7	833.1	1774.0	5		823	1735	2802	2.34211	1	(in)vestigating	506.808
EY	2	INVESTIGATING	594.4	2568.4	3226.1	174.9	142.8	397.9	507.081	507.052	507.112	0.06	21	1	4	1	6	1			533.5	2632.2	570.4	2603.0	596.2	2563.1	599.8	2500.3	593.2	2412.5	4		598	2567	3236	21.1416	1	(investi)gating	507.0818
IY	1	SCENE	650.4	2648.9	3101.2	244.3	248.4	302.4	507.431	507.391	507.511	0.12	11	4	4	2	3	0			619.2	2648.1	654.9	2651.3	710.5	2702.6	744.8	2734.3	756.1	2651.8	4		716	2714	3126	11.442	1	scene	507.4518
EH	1	INVESTIGATING	832.7	1807.7	3388.9	142.8	192.0	539.9	507.985	507.961	508.032	0.071	2	3	4	1	1	5			828.5	1833.5	834.0	1805.6	843.9	1789.3	844.2	1782.5	845.8	1828.8	4		849	1795	3275	2.34211	1	(in)vestigating	507.9978
EY	2	INVESTIGATING	586.3	2610.8	3217.4	160.9	168.4	497.0	508.28	508.242	508.331	0.089	21	1	4	1	6	1			560.3	2622.0	582.8	2613.0	583.7	2606.6	568.2	2575.1	540.7	2508.5	5		595	2629	3281	21.1416	1	(investi)gating	508.2792
EH	1	BET	847.2	1917.2	2891.6	90.5	137.9	274.7	525.598	525.555	525.685	0.13	2	1	4	1	1	0			797.4	1880.0	857.7	1923.9	955.7	1947.7	996.6	1934.7	987.4	1970.8	4		1003	1926	2988	2.1411	1	bet	525.6406
AO	1	MORE	747.6	1122.8	2555.3	97.8	74.1	430.5	526.111	526.084	526.164	0.08	64	6	4	2	2	0			740.0	1114.3	748.6	1124.2	753.8	1149.7	752.3	1204.3	759.4	1280.2	5		759	1140	2592	64.6002	1	more	526.1203
EH	1	BET	791.4	1946.5	2738.7	59.5	128.7	356.0	528.539	528.502	528.613	0.111	2	1	4	1	1	0			740.7	1907.9	797.9	1953.2	826.0	1979.8	839.1	2032.6	803.7	2152.5	4		845	2028	2810	2.1411	1	bet	528.5746
AW	1	AMOUNT	959.1	1430.3	1964.2	178.7	108.1	737.0	533.091	533.076	533.166	0.09	42	4	4	2	2	3			970.1	1440.3	984.6	1458.4	969.0	1436.1	960.0	1393.0	949.0	1344.5	6		1093	1517	3308	42.44223	1	(a)mount	533.1111
EH	1	GUESS	849.3	1992.9	2996.1	95.5	160.3	246.3	534.065	534.005	534.185	0.18	2	3	4	1	6	0			744.3	2208.9	859.9	1980.1	899.8	1890.0	891.4	1846.9	841.3	1783.9	5		902	1895	2723	2.3416	1	guess	534.0942
EH	1	GUESS	729.6	2239.2	2792.5	78.5	193.4	215.0	535.391	535.368	535.438	0.07	2	3	4	1	6	0			690.7	2333.3	733.0	2229.2	761.0	2117.4	781.2	1782.1	773.5	1723.0	5		775	2117	2820	2.3416	1	guess	535.4064
EH	1	EXTRA	927.5	1661.3	2035.7	52.9	156.6	1392.8	535.897	535.864	535.964	0.1	2	1	6	1	0	4			903.3	1715.1	930.3	1657.6	945.8	1630.8	943.4	1676.3	872.9	1745.9	6		1005	1731	2846	2.16101	1	extra	535.9149
AA	1	DOLLARS	948.7	1712.5	2821.1	110.6	276.1	298.9	538.111	538.074	538.184	0.11	5	5	4	2	3	1			932.5	1778.7	949.2	1707.7	944.9	1624.1	914.0	1504.2	874.7	1403.7	4		949	1730	2804	5.54231	1	dollars	538.1075
AE	1	HAVE	935.1	1876.1	3090.7	73.9	231.5	870.5	538.701	538.644	538.814	0.17	3	3	2	2	0	0			947.6	1934.1	934.1	1873.9	918.6	1833.8	905.0	1865.8	834.2	1819.8	4		952	1959	3062	3.322	1	have	538.6747
AA	1	DOLLARS	873.7	1717.0	3025.3	84.2	275.0	229.1	539.214	539.164	539.314	0.15	5	5	4	2	3	1			822.6	1829.1	876.1	1706.3	877.4	1551.0	838.4	1431.9	813.8	1454.8	4		880	1700	3021	5.54231	1	dollars	539.2157
EH	1	VERY	780.9	1993.7	2634.6	114.3	226.0	214.6	542.761	542.741	542.801	0.06	2	6	4	2	1	1			782.8	2005.4	764.0	1949.4	659.5	1546.1	555.6	1132.3	518.5	890.8	6		699	2158	2659	2.60011	1	very	542.7289
AH	1	RUG	857.2	1688.8	1844.0	84.4	139.7	2027.4	552.277	552.254	552.324	0.07	6	1	6	2	7	0			822.6	1659.5	859.4	1694.0	851.2	1667.0	795.6	1630.8	708.4	1551.0	6		926	1811	3068	6.1627	1	rug	552.2855
ER	1	PERMANENT	768.6	1637.5	1940.3	139.5	275.0	181.3	553.588	553.558	553.649	0.091	94	4	1	2	1	2			806.8	1646.8	767.9	1633.1	755.3	1616.1	770.8	1634.0	792.8	1630.6	6		790	1727	1937	94.60012	1	permanent	553.6106
EH	1	AGAIN	752.7	2264.4	2940.9	69.6	179.8	357.9	554.185	554.168	554.218	0.05	2	4	4	2	6	0			719.9	2334.1	752.7	2264.4	808.8	2120.4	842.8	1995.9	861.0	1884.2	5		870	1841	3155	2.4426	1	(a)gain	554.2084
EH	1	BED	795.4	1742.1	2845.1	49.7	133.9	131.0	554.528	554.508	554.568	0.06	2	1	4	2	1	0			767.5	1706.8	798.5	1747.2	818.4	1787.0	827.2	1804.4	830.8	1816.9	5		832	1829	3000	2.1421	1	bed	554.5631
AA	1	COT	1019.3	1864.6	2927.5	111.9	145.3	389.2	554.892	554.849	554.978	0.129	5	1	4	1	6	0			1053.0	1782.3	1013.4	1874.9	934.8	1955.0	848.9	2035.7	764.4	2077.6	5		1046	1777	2734	5.141	1	cot	554.8769
EY	1	STAYS	590.1	2607.6	3215.0	190.8	129.0	1236.0	555.215	555.188	555.379	0.191	21	3	4	2	3	0			573.8	2620.7	498.7	2450.1	511.0	2778.1	505.8	2650.0	529.2	2313.1	5		593	2671	3366	22.0023	1	stays	555.2247
IH	1	IN	828.7	2153.5	2634.7	79.5	98.1	1862.6	555.582	555.538	555.669	0.131	1	4	4	2	0	0			787.9	1802.0	830.0	2152.7	835.0	2129.0	830.6	2072.2	824.7	1788.1	6		851	2117	3263	1.442	1	in	555.6176
EY	1	STAPLED	576.9	2442.8	3090.8	160.9	122.8	562.9	558.199	558.168	558.278	0.11	21	1	1	1	3	1			564.2	2368.2	569.4	2473.8	524.5	2426.4	486.7	2006.8	506.1	1694.8	5		579	2435	3069	21.11133	1	stapled	558.1988
AE	1	MAT	868.9	2324.7	3189.1	54.4	114.8	889.5	559.591	559.561	559.65	0.089	3	1	4	1	2	0			861.6	2310.4	869.7	2325.7	882.2	2324.4	896.4	2312.2	911.6	2279.5	5		877	2328	3158	3.1412	1	mat	559.5978
OW	1	THROW	812.4	1499.2	2267.4	65.4	154.1	120.8	561.111	561.099	561.248	0.149	63	0	0	0	8	0			815.5	1437.2	784.4	1344.2	739.2	1219.8	674.1	1061.2	698.7	1048.9	5		819	1451	2322	62.0008	1	throw	561.1251
OW	1	GO	657.7	1703.8	2742.8	89.8	234.3	148.2	623.371	623.356	623.496	0.14	63	0	0	0	6	0			687.9	1634.4	684.8	1533.9	671.0	1441.8	646.1	1396.1	616.8	1539.2	5		686	1578	2710	62.0006	1	go	623.3951
UW	1	TO	534.9	1951.0	2793.3	132.7	73.8	116.9	623.633	623.626	623.886	0.26	73	0	0	0	3	0			584.8	1870.9	600.2	1681.0	605.7	1462.3	586.9	1286.9	511.7	1206.5	5		570	1941	2763	73.0003	1	to	623.6477
EH	1	VERY	642.7	2043.1	2794.7	78.6	53.5	244.8	624.323	624.286	624.397	0.111	2	6	4	2	1	1			638.3	2026.1	643.8	2042.8	652.1	2036.8	651.5	2033.0	643.5	2017.0	5		647	2041	2797	2.60011	1	very	624.3297
EH	1	DRESS	772.7	1860.7	2442.4	102.3	263.6	494.3	624.96	624.937	625.007	0.07	2	3	4	1	8	0			734.0	1920.7	775.7	1853.0	789.9	1775.4	798.9	1743.6	805.7	1755.2	5		799	1735	2473	2.3418	1	dress	624.9829
OW	1	CODE	693.8	1527.5	2540.1	151.4	314.7	545.2	625.197	625.177	625.356	0.179	62	1	4	2	6	0			720.1	1467.7	715.3	1394.5	692.1	1319.0	650.7	1327.4	625.1	1381.0	5		721	1414	2533	62.142	1	code	625.2363
AE	1	HAVE	959.8	1815.0	2765.4	69.0	109.9	194.1	625.931	625.904	625.985	0.081	3	3	2	2	0	0			969.8	1834.0	958.5	1814.2	943.9	1803.8	940.5	1812.7	945.5	1895.1	5		968	1873	2698	3.322	1	have	625.9099
AH	1	BUTTON	826.5	1503.5	2732.2	80.1	209.5	317.8	626.401	626.365	626.474	0.109	6	1	4	1	1	1			765.4	1469.9	835.1	1515.7	877.7	1592.9	913.3	1625.8	918.7	1704.4	5		915	1611	2849	6.14111	1	button	626.4337
AW	1	DOWN	785.9	1891.1	3072.2	91.6	139.3	326.4	626.672	626.644	626.754	0.11	42	4	4	2	3	0			756.4	1902.3	848.8	1862.9	902.9	1854.2	916.6	1847.6	926.5	1808.4	4		904	1834	2933	42.4423	1	down	626.6991
ER	1	SHIRTS	618.8	1907.8	2114.5	114.0	376.4	204.8	626.994	626.964	627.054	0.09	94	1	4	1	5	3			627.2	1919.8	618.0	1908.9	616.5	1920.2	614.3	1972.2	607.1	2000.5	6		624	1980	2197	94.60053	1	shirts	627.0053
AA	1	COLLAR	978.5	1558.9	2391.2	71.4	311.4	633.4	627.475	627.425	627.574	0.149	5	5	4	2	6	1			974.7	1677.2	978.4	1554.8	979.7	1510.3	971.1	1482.6	953.0	1449.5	5		971	1481	2561	5.54201	1	collar	627.5189
OY	1	BOYS	592.7	1183.7	2663.0	146.9	77.9	314.3	628.11	628.07	628.19	0.12	61	3	4	2	1	0			580.4	1057.7	593.9	1202.9	590.5	1478.6	556.7	1881.1	503.2	2095.3	5		565	952	2600	61.0021	1	boys	628.0803
AE	1	AND	805.8	2831.2	3449.8	189.7	212.7	1291.5	628.39	628.35	628.469	0.119	3	4	4	2	0	3			744.4	2930.0	812.9	2813.4	859.5	2553.7	877.5	2261.1	871.6	2125.0	4		803	2933	3789	3.44203	1	and	628.361
ER	1	GIRLS	672.4	1706.4	1983.3	195.9	196.4	638.9	628.646	628.619	628.699	0.08	94	5	4	2	6	3			632.1	1718.1	675.7	1702.5	707.2	1639.6	718.6	1575.5	736.5	1557.2	5		652	1707	1993	94.60053	1	girls	628.6416
AE	1	MATTER	865.7	2011.6	3008.8	108.5	133.5	349.7	629.519	629.502	629.552	0.05	3	1	4	1	2	1			865.9	2016.5	865.7	2011.6	861.1	1995.2	854.6	1977.0	841.7	1966.2	4		848	1971	2840	3.14121	1	matter	629.5125
EH	1	SEX	898.0	1812.5	2876.4	46.2	148.0	138.5	629.928	629.891	630.002	0.111	2	1	6	1	3	3			834.9	1834.1	902.4	1808.7	919.0	1795.5	950.9	1828.6	940.6	1854.5	5		964	1841	2823	2.16133	1	sex	629.9616
