ChuckO, 20, M, W, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
AE	1	THAT	626.1	1749.7	2724.4	80.2	213.8	1423.1	45.176	45.146	45.236	0.09	3	1	4	1	3	0			584.6	1713.1	629.2	1752.9	648.7	1786.7	649.6	1799.9	659.9	1776.2	5	
EY	1	THEY	543.7	1889.0	2446.4	105.5	508.7	287.5	45.49	45.478	45.528	0.05	22	0	0	0	3	0			543.7	1889.0	532.9	1877.5	513.0	1818.7	502.4	1781.1	501.0	1754.8	5	
AA	1	GOT	731.9	1692.7	2443.1	74.3	412.3	473.8	45.576	45.549	45.629	0.08	5	1	4	1	6	0			701.1	1739.0	734.5	1687.5	748.6	1681.9	749.1	1715.7	695.1	1740.7	5	
AO	1	DIVORCED	530.8	788.5	1927.5	259.9	245.4	541.7	45.845	45.808	45.918	0.11	64	6	4	2	1	3			528.9	788.4	530.3	796.5	536.4	899.8	529.0	976.9	529.6	1113.5	6	
AE	1	THAT	635.0	1815.6	2595.0	127.0	230.4	472.8	46.228	46.188	46.308	0.12	3	1	4	1	3	0			641.9	1797.0	633.2	1815.5	643.8	1826.7	655.7	1750.5	655.6	1579.7	5	
OY	1	POINT	722.6	1418.0	2299.9	204.5	124.4	556.2	46.508	46.478	46.569	0.091	61	4	4	2	1	3			675.6	1291.1	726.7	1438.5	715.3	1588.6	689.9	1730.5	679.0	1834.1	6	
AE	1	AND	651.4	1770.5	2840.3	233.4	683.4	709.8	47.292	47.275	47.325	0.05	3	4	4	2	0	3			655.1	1809.9	651.4	1770.5	652.5	1682.7	661.7	1597.4	672.4	1510.3	4	
UW	1	MOVED	445.8	1042.7	1901.3	85.1	147.4	539.7	47.575	47.535	47.655	0.12	72	3	2	2	2	3			432.1	1068.8	445.8	1034.8	446.0	1021.0	444.4	1019.5	436.4	1026.0	6	
UW	1	TO	521.6	1746.4	2460.9	153.1	498.1	527.9	47.951	47.944	48.074	0.13	73	0	0	0	3	0			473.3	1656.2	450.6	1587.6	440.6	1566.3	443.4	1417.4	468.8	1329.9	5	
AE	1	BACK	690.8	2184.7	3186.6	195.2	232.0	783.7	48.686	48.653	48.753	0.1	3	1	6	1	1	0			684.1	2170.0	692.3	2183.5	694.6	2167.3	691.6	2197.1	674.2	2232.9	3	
UW	1	TO	418.4	1944.5	2483.7	201.0	378.1	557.4	48.9	48.893	49.033	0.14	73	0	0	0	3	0			357.6	1655.8	352.5	1592.6	407.4	1569.3	423.5	1598.7	471.3	1560.2	5	
AY	1	MY	741.2	1537.6	2951.2	83.5	159.1	557.7	49.532	49.524	49.574	0.05	41	0	0	0	2	0		m	741.2	1537.6	738.8	1601.2	729.2	1644.2	721.4	1669.3	715.0	1673.4	5	
AH	1	MOTHER	691.9	1070.8	1919.7	137.5	162.9	1690.3	49.704	49.674	49.763	0.089	6	3	3	2	2	1			692.4	1041.5	691.4	1075.0	669.0	1134.9	617.5	1181.8	542.6	1182.9	6	
ER	0	MOTHER	591.4	1476.3	2589.7	77.1	175.2	506.7	49.831	49.814	49.864	0.05	94	0	0	0	3	0			564.2	1468.4	591.4	1476.3	631.3	1489.5	653.9	1507.0	660.3	1510.0	6	
AY	1	MY	691.0	1586.1	2756.3	160.9	96.0	819.1	49.997	49.983	50.043	0.06	41	0	0	0	2	0		s	690.6	1572.8	679.3	1628.5	638.4	1676.7	614.3	1713.5	573.0	1608.8	5	
UW	1	TWO	409.1	1508.4	2461.1	140.2	714.9	493.5	50.171	50.163	50.233	0.07	73	0	0	0	3	0			409.0	1502.7	416.0	1550.1	429.9	1582.8	456.1	1650.1	480.6	1694.7	5	
IH	1	SISTERS	485.7	1692.4	2718.2	97.9	252.7	446.9	50.363	50.343	50.404	0.061	1	3	4	1	3	4			485.9	1681.9	485.6	1695.1	486.3	1716.0	493.3	1706.7	508.5	1684.0	4	
AE	1	AND	692.4	1824.1	2623.4	107.3	197.7	554.6	51.41	51.384	51.463	0.079	3	4	4	2	0	3			665.9	1876.9	696.4	1808.6	693.6	1698.1	668.9	1535.2	659.0	1361.4	5	
IY	1	WE	495.4	1725.6	2882.0	256.1	492.1	374.3	51.561	51.544	51.594	0.05	12	0	0	0	9	0			488.1	1680.8	495.4	1725.6	503.6	1717.4	513.6	1625.3	541.8	1523.4	4	
AO	1	CORNHILL	563.5	763.4	1887.2	232.6	257.0	882.4	52.241	52.201	52.321	0.12	64	6	4	2	6	4			514.5	830.8	564.2	761.4	545.0	826.2	612.3	944.6	612.2	1069.9	6	
OW	1	OH	762.5	1291.3	2995.7	105.4	101.1	531.8	53.826	53.791	54.111	0.32	63	0	0	0	0	0			746.4	1235.5	731.9	1198.5	714.8	1126.5	716.7	1071.9	742.0	1035.2	5	
AE	1	MAN	593.7	2024.9	2878.6	265.7	273.5	188.2	54.298	54.221	54.451	0.23	33	4	4	2	2	0			593.0	1815.9	588.9	2013.2	683.8	1928.0	708.9	1728.8	706.7	1667.0	5	
EY	1	EIGHTY	457.4	2400.6	2963.9	412.8	100.1	215.9	57.458	57.446	57.566	0.12	21	1	4	1	0	1			439.7	2404.6	424.6	2436.0	417.8	2459.7	418.5	2456.9	379.3	2393.3	4	
IY	0	EIGHTY	440.9	2361.3	2954.0	312.5	151.5	112.4	57.626	57.596	57.686	0.09	12	0	0	0	3	0			408.2	2321.2	441.1	2362.9	391.6	2110.6	430.2	1701.0	647.1	1759.5	5	
UW	1	TWO	467.4	1917.5	2730.9	345.6	276.0	472.7	57.869	57.846	58.086	0.24	73	0	0	0	3	0			400.1	1736.0	394.5	1566.9	404.0	1375.3	417.8	1158.8	412.6	967.7	5	
EY	1	MAYBE	492.2	2088.5	2826.4	201.1	224.3	224.8	58.672	58.658	58.718	0.06	21	1	1	2	2	1			491.6	2013.3	481.3	2116.7	454.6	2147.4	432.6	2110.9	415.2	1889.5	5	
AE	1	BACK	598.9	1721.2	2532.2	37.3	220.3	394.5	59.2	59.157	59.287	0.13	3	1	6	1	1	0			584.6	1703.6	600.4	1721.7	611.2	1712.5	624.2	1698.8	673.9	1703.1	5	
EH	1	THEN	746.7	1753.1	2159.9	89.6	111.5	1829.8	60.722	60.659	60.848	0.189	2	4	4	2	3	0			730.6	1373.7	746.9	1748.4	749.1	1738.6	742.7	1749.2	721.3	1743.0	6	
EY	1	EIGHTY	474.4	2163.1	2859.5	239.3	562.7	381.2	61.454	61.442	61.562	0.12	21	1	4	1	0	1			443.9	2155.0	421.5	2322.7	416.0	2400.4	408.4	2400.6	388.5	2244.0	4	
IY	0	EIGHTY	438.8	2245.9	2964.9	465.9	378.4	289.8	61.619	61.592	61.672	0.08	12	0	0	0	3	0			417.4	2248.3	436.9	2243.9	444.1	2164.5	621.0	1994.5	764.8	1796.7	5	
UW	1	TWO	413.6	2000.9	2754.8	369.8	256.5	795.6	61.829	61.801	62.111	0.31	73	0	0	0	3	0			393.8	1887.4	388.5	1607.9	390.7	1241.1	389.1	1242.4	377.6	1296.1	5	
IH	1	TIL	462.7	1692.3	2803.5	83.3	311.9	778.5	62.258	62.231	62.311	0.08	1	5	4	2	3	0			457.1	1721.1	464.1	1692.7	475.0	1613.0	485.7	1619.3	501.2	1720.3	5	
EY	1	EIGHTY	468.6	2314.1	2897.6	165.3	385.4	469.6	62.807	62.738	62.879	0.141	21	1	4	1	0	1			473.0	2308.3	431.4	2332.4	433.1	2366.5	434.2	2401.8	422.9	2353.4	4	
IY	0	EIGHTY	392.0	2334.0	2963.4	184.2	281.8	177.9	62.936	62.909	62.989	0.08	12	0	0	0	3	0			388.0	2321.3	394.1	2333.8	436.3	2317.8	456.7	1908.7	431.9	1810.7	5	
AY	1	NINE	790.5	1463.0	3120.8	84.0	172.9	195.3	63.145	63.069	63.279	0.21	41	4	4	2	4	0			783.8	1542.9	790.4	1460.4	779.6	1535.8	744.5	1683.1	631.1	1869.0	4	
IY	1	WE	381.9	1661.1	2948.9	156.0	552.9	313.5	63.429	63.409	63.468	0.059	12	0	0	0	9	0			380.5	1731.1	381.3	1649.0	367.0	1547.4	359.3	1500.4	368.0	1438.3	4	
IH	1	IN	581.1	1864.6	2847.8	179.4	296.2	380.8	63.682	63.659	63.728	0.069	1	4	4	2	0	0			567.7	1892.1	582.0	1863.0	580.3	1870.8	571.3	1849.6	545.4	1802.4	5	
AO	1	CORNHILL	613.4	782.9	2126.8	268.7	419.9	895.7	64.099	64.059	64.178	0.119	64	6	4	2	6	4			514.1	909.0	626.1	799.7	690.4	941.1	682.2	1013.2	683.6	1145.7	6	
EH	1	THERE	636.3	1694.9	2228.6	164.4	93.6	169.3	66.109	66.043	66.242	0.199	24	6	4	2	3	0			655.7	1713.6	628.9	1692.4	581.5	1673.9	561.0	1641.2	573.0	1631.4	6	
AE	1	BACK	618.1	2061.4	3784.2	141.3	198.5	500.4	66.945	66.908	67.019	0.111	3	1	6	1	1	0			608.5	2068.6	620.2	2057.7	635.9	2021.3	662.6	2114.0	686.4	2224.5	3	
EH	1	CONNECTICUT	709.7	1714.5	2694.5	74.0	190.5	1004.5	67.662	67.639	67.709	0.07	2	1	4	1	4	2			712.3	1728.7	706.2	1710.4	674.9	1703.8	630.6	1701.9	586.7	1693.8	4	
AH	0	CONNECTICUT	499.3	2045.5	2721.3	109.6	158.4	340.2	67.886	67.849	67.959	0.11	6	1	4	1	6	0			463.8	2096.1	501.6	2040.0	515.2	1974.9	509.6	1888.6	520.3	1788.3	4	
ER	0	FOR	509.3	1303.9	1732.2	119.5	74.4	706.0	68.251	68.128	68.498	0.37	94	0	0	0	1	0			518.5	1294.5	510.0	1311.3	513.0	1360.7	509.1	1435.4	478.4	1441.1	5	
UW	1	TWO	450.9	1269.1	2348.2	445.9	127.7	313.2	69.927	69.913	69.973	0.06	73	0	0	0	3	0			468.6	1303.3	376.8	1159.6	370.1	1048.6	388.0	1009.8	397.5	994.7	5	
AO	1	OR	421.1	1021.5	2128.2	95.8	92.2	197.4	69.99	69.973	70.023	0.05	64	6	4	2	0	0			417.7	1006.4	421.1	1021.5	425.0	1059.1	429.1	1106.7	431.0	1153.2	6	
IY	1	THREE	425.1	2427.8	3574.1	177.9	202.3	1399.6	70.29	70.273	70.323	0.05	12	0	0	0	8	0			421.0	2342.4	425.1	2427.8	426.7	2496.2	429.9	2498.8	432.0	2488.4	3	
ER	0	YEARS	435.3	1728.1	3933.4	65.9	54.7	533.0	70.449	70.382	70.582	0.2	94	3	4	2	9	0			438.8	1811.6	434.7	1725.2	434.8	1735.0	438.2	1782.3	437.1	1858.5	3	
AY	1	MY	782.3	1486.6	2729.0	44.2	71.6	540.3	71.433	71.425	71.546	0.121	41	0	0	0	2	0		s	756.8	1626.1	650.3	1755.5	557.0	1762.3	513.6	1690.4	478.1	1641.6	5	
AA	1	FATHER'S	832.0	1289.5	2740.6	68.0	206.2	555.9	71.719	71.656	71.846	0.19	43	3	3	2	1	1			744.5	1236.0	838.2	1291.8	846.3	1311.1	832.7	1291.5	759.8	1260.3	4	
ER	0	FATHER'S	428.0	1584.6	1832.0	170.6	285.8	434.2	71.972	71.905	72.105	0.2	94	3	4	2	3	0			450.2	1490.9	428.9	1567.5	431.6	1637.7	402.4	1475.2	387.0	1404.9	6	
AY	1	MY	756.2	1543.7	2503.3	68.8	123.6	259.7	72.619	72.611	72.681	0.07	41	0	0	0	2	0		m	751.4	1591.8	704.2	1517.9	648.3	1396.4	612.9	1218.8	677.7	1406.1	6	
AA	1	GOT	645.2	1622.5	2551.0	77.4	278.5	620.9	73.007	72.98	73.061	0.081	5	1	4	1	6	0			580.8	1646.8	650.9	1618.9	707.3	1564.1	743.2	1547.6	726.4	1524.9	5	
AE	1	BACK	671.5	1888.5	2280.9	92.7	174.3	901.3	73.15	73.12	73.21	0.09	3	1	6	1	1	0			658.5	1855.1	671.9	1889.3	662.6	1871.3	661.3	1819.1	638.3	1804.6	5	
EH	1	TOGETHER	652.4	1763.7	2815.0	112.7	272.7	1100.2	73.42	73.39	73.48	0.09	2	3	3	2	6	1			608.1	1839.4	660.6	1756.2	714.6	1697.1	740.1	1620.1	714.1	1538.6	5	
ER	0	TOGETHER	520.1	1588.8	2801.7	100.7	154.5	727.9	73.564	73.54	73.611	0.071	94	0	0	0	3	0			532.4	1562.6	519.4	1591.1	510.0	1605.0	510.2	1605.0	502.9	1660.0	5	
AA	1	FATHER'S	853.1	1423.9	2839.3	53.2	199.0	424.5	74.401	74.337	74.528	0.191	43	3	3	2	1	1			797.2	1338.4	854.5	1430.0	855.9	1398.0	843.8	1434.3	803.2	1458.4	5	
ER	0	FATHER'S	560.2	1510.2	2313.4	81.9	262.9	352.0	74.618	74.578	74.697	0.119	94	3	4	2	3	0			567.2	1544.0	562.0	1503.8	562.3	1626.3	557.4	1639.4	572.2	1637.3	5	
AE	1	DAD	648.7	1960.9	2656.2	129.0	277.9	368.6	76.053	75.993	76.174	0.181	3	1	4	2	3	0			620.1	1905.9	645.5	1970.9	626.4	1908.3	651.3	1897.8	634.7	1793.8	5	
EH	1	THEN	671.1	1524.5	2720.8	141.4	258.5	862.0	77.17	77.153	77.203	0.05	2	4	4	2	3	0			655.4	1555.6	671.1	1524.5	679.3	1440.9	670.0	1376.1	654.7	1312.3	5	
UW	1	MOVED	516.4	965.3	1814.6	206.3	518.9	616.1	77.423	77.393	77.484	0.091	72	3	2	2	2	3			544.1	1005.0	513.5	958.1	516.6	995.6	522.5	1142.6	520.2	1300.4	6	
AE	1	BACK	676.3	1886.8	2818.8	120.0	226.3	559.0	77.633	77.583	77.734	0.151	3	1	6	1	1	0			647.7	1874.0	681.2	1882.5	705.5	1860.6	731.8	1801.5	733.9	1786.3	4	
AH	0	TO	542.2	1508.7	2187.2	88.1	141.0	574.5	77.9	77.873	77.954	0.081	6	0	0	0	3	0			497.5	1467.7	546.1	1505.9	586.6	1477.8	619.3	1456.7	631.5	1447.5	6	
ER	1	HERKIMER	519.2	1415.8	2239.2	133.5	144.1	667.2	78.071	78.044	78.124	0.08	94	1	6	1	0	2			540.4	1439.8	517.6	1415.2	504.6	1427.2	502.6	1451.3	496.8	1449.2	5	
AY	1	I'VE	766.9	1607.3	2146.6	134.0	483.4	688.5	79.2	79.208	79.258	0.05	41	3	2	2	0	0		m	764.4	1628.1	762.1	1645.5	754.5	1641.7	740.1	1639.9	716.1	1618.5	6	
AW	1	OUT	833.3	1617.4	2795.5	84.7	171.9	169.3	79.434	79.409	79.509	0.1	42	1	4	1	0	0			819.8	1632.2	839.6	1565.2	846.0	1490.2	834.0	1411.2	816.1	1347.5	4	
AE	1	VALLEY	686.3	2037.5	2717.2	99.6	230.2	232.3	79.779	79.739	79.859	0.12	39	5	4	2	1	1			658.1	1982.8	687.0	2042.2	691.6	2031.9	702.6	1915.8	752.6	1717.7	4	
IY	0	VALLEY	479.9	1702.2	3006.8	94.9	205.3	796.2	79.958	79.928	80.018	0.09	12	0	0	0	7	0			505.1	1633.5	478.4	1707.8	464.5	1792.5	478.2	1874.2	499.7	1934.9	4	
EH	1	EVER	621.6	1824.1	2709.2	73.3	209.2	344.7	80.038	80.018	80.078	0.06	2	3	2	2	0	1			610.2	1857.9	622.4	1819.9	631.9	1785.2	640.5	1765.4	635.9	1701.2	4	
ER	0	EVER	470.8	1443.4	2220.8	120.6	247.5	815.3	80.158	80.138	80.198	0.06	94	0	0	0	1	0			468.9	1435.3	470.5	1446.2	468.8	1493.9	503.0	1555.4	589.7	1620.1	5	
AE	1	BACK	730.1	1867.8	2530.7	110.1	176.2	461.8	81.171	81.127	81.258	0.131	3	1	6	1	1	0			667.5	1816.3	731.5	1865.8	740.7	1841.0	747.1	1832.3	749.4	1825.0	5	
AO	1	FORTH	563.2	1037.3	1853.1	319.2	816.8	768.2	81.558	81.518	81.637	0.119	64	6	4	2	1	3			540.6	1244.5	566.0	1006.3	581.0	907.3	575.3	956.4	580.6	1029.1	6	
IH	1	DID	510.0	1698.8	2417.4	44.1	93.8	236.6	88.758	88.715	88.845	0.13	1	1	4	2	3	0			479.3	1639.5	512.5	1702.0	540.3	1695.2	564.4	1691.6	561.2	1714.1	5	
AE	1	ACTUALLY	595.7	1795.8	2378.0	66.6	169.7	536.2	88.914	88.874	88.994	0.12	3	1	6	1	0	4			587.2	1390.7	597.4	1797.3	613.4	1764.0	610.2	1675.7	568.1	1613.2	6	
IY	0	ACTUALLY	493.0	2319.6	3613.8	308.7	426.3	1521.0	89.181	89.144	89.255	0.111	12	0	0	0	7	0			476.1	2250.8	493.3	2317.1	481.7	2250.9	522.7	2147.7	693.7	2063.1	3	
ER	0	FOR	478.4	1390.8	2314.5	139.2	113.3	780.2	89.518	89.385	89.785	0.4	94	0	0	0	1	0			460.2	1339.4	479.8	1393.6	488.4	1424.0	485.8	1392.6	474.7	1382.7	5	
AO	1	FOUR	513.5	892.2	2408.3	88.5	197.9	267.4	90.782	90.755	90.835	0.08	64	6	4	2	1	0			516.0	959.3	513.6	892.6	508.4	909.4	500.5	974.2	488.5	1072.0	5	
ER	0	YEARS	460.7	1658.8	2610.8	88.8	82.9	1353.4	91.023	90.976	91.116	0.14	94	3	4	2	9	0			462.1	1664.3	461.5	1659.8	458.7	1671.7	451.7	1685.3	472.9	1717.2	4	
AH	1	WAS	594.1	1196.0	2366.3	61.0	211.3	177.2	91.292	91.255	91.365	0.11	6	3	4	2	9	0			611.8	1224.1	592.6	1193.5	579.1	1217.2	569.2	1249.9	558.8	1306.3	6	
EH	1	REMEMBER	736.5	1673.2	2330.0	152.4	99.3	285.8	95.922	95.902	95.962	0.06	2	4	1	2	2	4			722.3	1685.7	737.2	1670.1	738.3	1625.9	712.3	1590.0	652.0	1569.7	6	
EY	1	NAME	636.1	1943.1	2518.5	213.3	142.5	234.6	96.199	96.163	96.293	0.13	21	4	1	2	4	0			603.2	1915.6	604.9	1968.6	513.0	2007.9	494.0	1995.4	474.3	1837.0	5	
