AlexS, 20, M, W, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
ER	0	SENIOR	621.6	1711.6	2000.7	100.7	334.0	304.1	34.233	34.206	34.286	0.08	94	0	0	0	9	0			601.6	1759.4	623.9	1701.7	657.6	1638.0	701.1	1611.0	759.1	1659.6	6	
IH	1	YEAR	499.9	1916.9	2985.1	116.9	130.1	1529.9	35.403	35.383	35.443	0.06	14	6	4	2	9	0			493.7	1911.7	499.9	1916.0	494.8	1877.8	489.9	1828.6	482.1	1779.3	4	
AH	1	COMING	772.6	1245.3	2284.0	243.5	222.6	277.3	35.593	35.553	35.673	0.12	6	4	1	2	6	1			743.2	1324.0	774.5	1231.6	727.2	1125.7	572.6	1176.2	579.1	1203.7	6	
IH	0	COMING	666.7	1746.6	2327.2	244.3	491.8	1366.3	35.719	35.702	35.752	0.05	1	4	6	2	2	0			671.2	1680.9	666.7	1746.6	663.8	1841.5	668.7	1916.6	661.0	1950.2	4	
AA	1	PROCTOR	666.7	1291.6	1953.1	58.2	138.0	267.6	38.174	38.147	38.227	0.08	5	1	6	1	8	4			649.7	1245.7	667.8	1295.8	674.6	1344.8	693.9	1422.9	692.7	1497.5	6	
ER	0	PROCTOR	533.0	1551.2	1932.2	156.6	236.2	268.5	38.34	38.307	38.406	0.099	94	0	0	0	3	0			593.3	1612.6	535.4	1546.1	560.0	1534.1	599.1	1561.2	688.9	1594.4	6	
AA	1	MOM	704.7	1167.9	2217.5	103.2	151.3	690.5	43.867	43.817	43.967	0.15	5	4	1	2	2	0			651.9	1134.8	707.8	1169.9	730.3	1177.5	740.0	1186.0	737.6	1185.7	5	
AH	1	WAS	540.5	1197.7	2523.8	104.9	137.3	576.2	44.129	44.106	44.176	0.07	6	3	4	2	9	0			552.0	1166.6	537.4	1203.2	518.6	1224.5	487.3	1227.4	455.5	1226.9	5	
AO	1	BORN	514.7	903.6	2151.1	82.1	87.9	363.1	44.419	44.386	44.486	0.1	64	6	4	2	1	3			484.9	912.9	519.3	907.8	531.5	945.0	551.4	979.0	592.3	1050.4	6	
IH	1	HERE	415.7	2227.4	2660.4	186.1	197.2	967.6	44.763	44.716	44.856	0.14	14	6	4	2	0	0			414.3	2285.1	415.8	2217.1	431.9	2110.4	467.3	1988.2	512.1	1873.9	4	
AE	1	AND	639.3	1923.4	2477.6	120.3	192.2	292.0	45.413	45.383	45.474	0.091	3	4	4	2	0	3			635.2	1946.2	638.3	1917.6	628.4	1882.6	620.2	1815.6	605.9	1682.0	5	
AY	1	MY	693.0	1430.8	2337.2	92.8	154.1	749.1	45.569	45.564	45.614	0.05	41	0	0	0	2	0		s	684.3	1336.7	663.5	1292.0	637.3	1351.3	610.2	1422.1	585.7	1653.8	6	
AE	1	DAD	538.1	1852.1	2633.5	60.2	124.8	114.9	45.71	45.663	45.803	0.14	3	1	4	2	3	0			520.3	1823.6	539.4	1853.6	557.6	1842.7	571.9	1817.1	551.7	1760.6	4	
AO	1	BORN	533.0	845.1	2207.3	126.6	101.1	391.8	46.073	46.033	46.153	0.12	64	6	4	2	1	3			525.0	984.7	538.4	849.6	570.4	896.7	596.1	969.4	613.5	1062.8	6	
AH	0	IN	592.7	1758.4	2439.2	96.5	148.2	508.8	46.276	46.253	46.323	0.07	6	4	4	2	0	0			586.2	1743.6	593.6	1761.1	595.6	1767.2	595.7	1745.5	592.2	1723.2	5	
IH	1	CITY	502.1	1768.8	2561.3	88.4	174.6	246.7	47.336	47.313	47.383	0.07	1	1	4	1	3	1			482.8	1773.9	505.6	1766.8	517.8	1756.2	516.5	1749.6	507.3	1729.0	4	
IY	0	CITY	436.6	2178.4	2553.5	160.5	229.2	276.2	47.46	47.423	47.533	0.11	12	0	0	0	3	0			461.3	2112.1	436.2	2181.2	425.3	2198.9	408.7	2153.8	391.9	1863.7	5	
AH	1	BUT	582.8	1168.0	2451.2	41.9	108.4	350.7	47.673	47.633	47.753	0.12	6	1	4	1	1	0			576.8	1132.0	583.8	1176.9	585.4	1259.5	575.6	1172.8	551.0	1227.0	6	
IY	1	HE	494.4	2349.3	3545.6	342.5	188.2	1088.7	47.863	47.843	47.903	0.06	12	0	0	0	0	0			516.0	2420.9	488.8	2334.5	447.6	2185.5	752.6	2493.5	1117.2	2973.3	3	
UW	1	MOVED	473.7	970.8	2465.3	156.2	154.0	297.2	47.974	47.944	48.033	0.089	72	3	2	2	2	3			465.7	982.3	474.4	971.5	467.3	956.8	474.6	962.5	488.8	975.4	5	
AH	1	UP	520.9	1422.0	2451.1	155.3	231.7	211.8	48.14	48.103	48.214	0.111	6	1	1	1	0	0			544.0	1509.3	530.0	1414.4	568.5	1337.3	577.3	1296.2	547.4	1286.5	5	
OW	1	NO	642.0	1317.2	2409.0	173.1	188.8	398.5	52.984	52.969	53.03	0.061	63	0	0	0	4	0			640.3	1333.0	645.1	1282.9	648.6	1225.4	637.8	1153.7	642.3	1155.9	6	
AY	0	IDEA	661.5	1305.8	2419.1	83.0	162.0	272.2	53.042	53.03	53.13	0.1	41	1	4	2	0	2		s	658.7	1349.6	624.7	1405.5	556.8	929.9	506.0	980.1	482.0	1267.1	6	
IY	1	IDEA	409.2	2091.4	2661.0	140.5	142.6	174.2	53.237	53.2	53.31	0.11	11	0	0	0	3	1			394.2	1986.8	410.0	2092.8	426.1	2103.8	451.3	2080.8	474.8	2023.9	5	
AH	0	IDEA	557.3	1743.6	2543.1	84.1	212.0	455.0	53.336	53.31	53.389	0.079	6	0	0	0	0	0			520.0	1803.7	566.2	1732.5	625.2	1680.8	660.8	1654.6	690.6	1639.6	5	
AE	1	YEAH	547.7	1780.6	2606.1	72.6	148.7	306.8	73.737	73.717	73.778	0.061	3	0	0	0	9	0			543.3	1807.2	548.7	1776.9	562.2	1736.4	574.6	1703.4	580.5	1678.9	4	
AY	1	SOMETIMES	718.0	1340.8	2554.5	98.0	141.4	765.0	74.086	74.047	74.127	0.08	41	4	1	2	3	3		m	692.4	1364.3	708.5	1344.2	718.2	1340.1	717.3	1325.7	702.9	1285.5	5	
OW	1	GO	529.2	1237.3	2302.7	70.6	105.8	278.2	74.314	74.307	74.407	0.1	63	0	0	0	6	0			527.2	1220.8	519.2	1199.1	516.2	1170.7	513.8	1140.9	512.4	1128.2	5	
AH	1	THE	509.3	1189.5	2496.9	86.5	108.9	248.4	74.527	74.497	74.587	0.09	6	0	0	0	3	0			503.7	1185.1	510.2	1189.3	521.6	1179.1	531.8	1139.2	518.9	1102.8	5	
AO	1	MALL	652.2	984.3	2473.2	145.9	96.8	253.7	74.68	74.637	74.767	0.13	53	5	4	2	2	0			615.5	961.6	656.6	988.4	678.5	1011.7	677.6	1019.8	672.5	1024.1	5	
EH	1	THERE	612.1	1635.5	2388.2	86.7	123.1	152.0	74.887	74.867	74.927	0.06	24	6	4	2	3	0			606.6	1613.7	613.0	1636.4	618.3	1634.1	616.4	1618.1	617.1	1600.7	5	
AY	1	I	781.1	1333.5	2614.7	172.9	299.9	487.0	80.129	80.097	80.186	0.089	41	0	0	0	0	0		m	836.7	1453.0	785.1	1339.4	738.0	1294.3	701.4	1271.1	663.4	1245.5	5	
OW	1	DON'T	574.0	1056.2	2140.7	81.3	103.0	595.7	80.214	80.207	80.267	0.06	62	4	4	2	3	0			574.0	1056.2	567.8	1035.1	560.0	1019.5	561.0	1021.3	565.7	1027.1	6	
ER	0	EVER	480.8	1211.3	1837.6	144.1	235.6	392.6	80.756	80.726	80.816	0.09	94	0	0	0	1	0			496.3	1231.5	478.0	1209.1	444.6	1231.1	429.9	1211.1	402.4	1141.0	6	
EH	1	THERE	678.4	1765.1	2296.3	158.2	248.4	509.3	81.076	81.056	81.116	0.06	24	6	4	2	3	0			675.3	1746.4	678.9	1766.9	685.9	1780.9	686.4	1775.0	683.1	1768.8	4	
OW	1	SO	594.1	1350.1	2408.1	65.8	173.7	279.8	83.214	83.192	83.282	0.09	63	0	0	0	3	0			584.7	1361.7	622.2	1310.9	655.3	1259.3	674.1	1231.8	688.4	1206.3	5	
OW	1	NO	605.5	1325.4	2482.8	124.2	195.5	815.2	89.081	89.067	89.167	0.1	63	0	0	0	4	0			608.6	1284.5	610.3	1186.3	595.5	1102.3	570.8	1029.0	527.2	936.7	5	
AY	1	MY	710.5	1171.1	2377.4	87.5	81.6	319.0	89.378	89.356	89.417	0.061	41	0	0	0	2	0		s	699.5	1105.0	710.4	1164.0	707.5	1220.5	705.3	1276.9	693.4	1316.9	5	
AA	1	FATHER	689.5	1111.2	2504.5	80.0	102.7	250.5	89.556	89.506	89.657	0.151	43	3	3	2	1	1			671.1	1103.9	690.8	1111.1	693.1	1126.8	667.7	1140.9	592.3	1113.9	5	
ER	0	FATHER	553.0	1442.1	2183.0	75.5	248.8	350.5	89.716	89.696	89.756	0.06	94	0	0	0	3	0			561.2	1438.8	551.7	1438.8	537.4	1375.6	522.5	1275.2	503.9	1158.2	5	
EH	1	THERE	519.8	1689.1	2183.0	82.3	235.2	278.4	90.043	90.026	90.076	0.05	24	6	4	2	3	0			517.8	1696.7	519.8	1689.1	520.0	1669.5	522.1	1651.0	520.7	1638.4	5	
IY	1	WEEKS	429.6	2126.9	3777.4	248.9	138.7	619.1	90.74	90.717	90.786	0.069	11	1	6	1	9	3			454.6	2028.3	428.5	2134.0	413.5	2204.1	429.3	2252.5	455.0	2294.3	3	
OW	1	AGO	538.3	1260.1	2272.7	57.9	196.0	414.6	91.017	90.997	91.077	0.08	63	0	0	0	6	0			527.9	1287.4	552.6	1230.4	579.6	1197.9	616.7	1163.7	657.9	1133.8	5	
ER	0	FOR	541.2	1327.0	1600.9	134.9	171.0	418.5	92.645	92.578	92.779	0.201	94	0	0	0	1	0			535.1	1249.9	540.2	1333.5	533.3	1347.0	530.7	1370.0	531.1	1399.3	5	
AA	1	GUITAR	667.8	1243.5	2107.5	86.3	127.5	286.6	93.059	93.029	93.118	0.089	44	6	4	2	3	0			678.4	1275.5	666.5	1240.4	655.6	1209.5	651.0	1186.8	645.0	1179.9	5	
AH	1	CLUB	653.2	1201.0	2680.1	133.1	173.3	445.2	93.429	93.399	93.488	0.089	6	1	1	2	8	0			633.2	1198.0	654.5	1201.1	661.1	1192.5	645.6	1156.3	612.7	1101.7	4	
ER	0	OR	507.5	1269.2	1763.9	127.6	197.6	375.7	93.565	93.539	93.618	0.079	94	0	0	0	0	0			494.4	1178.2	510.3	1289.8	520.4	1398.2	518.3	1488.7	476.8	1534.6	5	
AH	1	SOMETHING	685.9	1216.9	2467.3	170.6	201.0	270.4	93.715	93.698	93.748	0.05	6	4	1	2	3	4			681.2	1259.7	685.9	1208.5	677.3	1152.6	656.7	1101.1	649.7	1079.0	5	
AE	1	THAT	569.2	1632.7	2540.8	41.7	92.8	267.8	94.046	94.029	94.079	0.05	3	1	4	1	3	0			575.4	1636.6	569.2	1632.7	557.0	1625.0	549.1	1611.4	535.9	1594.0	4	
AA	1	CONCERT	752.9	1325.4	2270.3	99.0	231.0	650.5	94.485	94.458	94.539	0.081	5	4	4	2	6	4			758.0	1373.1	752.2	1323.2	745.6	1316.3	730.9	1307.2	713.6	1317.0	5	
ER	0	CONCERT	512.4	1563.7	1819.5	114.8	225.8	447.8	94.675	94.639	94.748	0.109	94	1	4	1	3	0			533.5	1567.2	510.0	1561.9	504.2	1536.4	507.6	1568.9	506.7	1614.7	5	
AY	1	I	705.9	1492.0	2476.9	90.0	195.0	335.5	98.839	98.825	98.885	0.06	41	0	0	0	0	0		m	704.9	1488.8	696.8	1515.1	678.1	1536.5	650.6	1554.6	623.5	1541.7	5	
IH	1	THINK	591.4	1756.0	2449.2	61.4	250.4	222.3	98.982	98.965	99.015	0.05	1	4	6	2	3	3			585.8	1718.8	591.4	1756.0	597.5	1836.3	598.4	1924.6	594.7	2001.4	5	
OW	1	SO	600.5	1329.7	2559.2	97.8	171.0	303.9	99.192	99.174	99.244	0.07	63	0	0	0	3	0			598.1	1347.5	605.7	1291.1	612.8	1244.7	620.5	1220.0	627.2	1195.7	4	
AY	1	I	675.6	1231.0	2418.9	42.2	147.9	274.6	99.287	99.244	99.354	0.11	41	0	0	0	0	0		s	661.0	1098.2	674.7	1216.5	655.5	1223.8	621.7	1216.5	588.5	1504.3	6	
IH	1	DIDN'T	518.7	1827.3	2632.8	126.5	227.7	348.8	99.405	99.385	99.444	0.059	1	4	4	2	3	3			513.2	1777.4	519.3	1832.7	521.4	1865.0	522.9	1876.5	521.9	1867.6	4	
OW	1	GO	558.0	1227.0	2266.9	54.0	94.6	108.5	99.625	99.604	99.714	0.11	63	0	0	0	6	0			560.3	1223.6	589.2	1169.8	584.5	1105.6	562.9	1053.1	524.1	987.9	6	
AA	1	WANT	623.4	855.1	2449.9	150.5	154.6	423.8	103.927	103.897	103.987	0.09	5	4	4	2	9	3			628.2	851.1	623.3	857.3	624.2	901.0	635.2	948.1	659.2	1007.4	6	
OW	1	GO	545.4	1185.7	2336.1	50.5	97.4	153.8	104.154	104.147	104.227	0.08	63	0	0	0	6	0			544.7	1178.3	536.3	1170.9	527.2	1188.4	520.3	1224.7	514.5	1250.3	5	
EH	1	THERE	528.7	1770.8	2491.8	68.8	183.4	304.5	104.299	104.276	104.346	0.07	24	6	4	2	3	0			532.7	1724.9	527.9	1778.1	524.3	1800.7	521.6	1798.0	522.0	1796.8	4	
EH	1	AGAIN	568.8	1942.6	2375.8	68.9	174.0	199.5	104.539	104.506	104.606	0.1	2	4	4	2	6	0			533.5	2024.0	575.1	1929.4	629.4	1830.2	663.1	1784.6	678.8	1837.6	5	
EY	1	THEY	543.8	1700.6	2282.9	101.2	147.1	200.1	104.839	104.827	104.887	0.06	22	0	0	0	3	0			543.8	1700.6	528.1	1747.0	518.5	1798.1	505.6	1834.2	485.9	1760.8	5	
AA	1	GOT	633.8	1528.4	2237.6	50.1	168.4	436.4	104.943	104.916	104.996	0.08	5	1	4	1	6	0			611.2	1585.5	634.5	1522.4	634.8	1441.2	625.4	1391.8	603.6	1372.8	5	
AY	1	NICE	673.6	1542.3	2420.5	130.2	290.1	916.4	105.147	105.127	105.196	0.069	47	3	4	1	4	0		s	672.6	1514.6	670.3	1605.7	655.5	1696.4	636.7	1769.6	614.8	1824.4	4	
EY	1	SKATE	521.9	2016.5	2573.6	91.2	202.7	314.5	105.386	105.357	105.426	0.069	21	1	4	1	6	0			504.0	2042.9	518.2	2026.9	520.3	2005.1	514.8	1967.2	512.9	1883.8	4	
AA	1	PARK	647.7	1185.7	2021.2	191.2	166.6	235.3	105.523	105.506	105.556	0.05	44	6	4	2	1	3			622.5	1173.0	647.7	1185.7	657.5	1216.1	650.0	1232.9	632.9	1241.2	6	
EH	1	THERE	561.2	1777.7	2371.8	129.1	249.9	967.0	105.756	105.736	105.797	0.061	24	6	4	2	3	0			556.0	1787.5	561.7	1775.3	564.4	1749.5	570.7	1720.3	583.2	1708.3	4	
AO	1	FOUR	518.4	857.4	2147.8	108.9	114.1	486.3	110.02	109.983	110.094	0.111	64	6	4	2	1	0			542.8	816.5	519.6	861.8	525.8	915.1	542.0	986.4	533.5	1077.3	5	
ER	0	YEARS	477.1	1565.8	1977.9	71.6	214.4	157.9	110.271	110.244	110.324	0.08	94	3	4	2	9	0			472.8	1609.5	477.9	1562.2	491.2	1537.2	508.3	1543.3	502.0	1599.3	6	
AY	1	I	757.6	1626.7	2771.7	244.1	285.3	362.6	110.763	110.723	110.804	0.081	41	0	0	0	0	0		m	706.7	1484.6	745.0	1626.8	757.6	1626.7	817.6	1625.3	674.5	1432.9	6	
AY	1	NICE	610.4	1469.4	2307.1	68.7	172.9	212.3	114.268	114.257	114.317	0.06	47	3	4	1	4	0		s	610.4	1473.4	607.3	1514.0	597.9	1550.9	585.8	1592.2	572.0	1629.0	5	
IY	1	FREE	484.8	1969.7	3673.2	213.2	104.7	1315.6	114.906	114.886	114.946	0.06	12	0	0	0	8	0			505.7	1939.8	482.6	1972.0	469.2	1981.1	464.1	1961.7	454.5	1804.8	3	
IY	1	WE	401.4	2130.6	3684.0	194.9	102.8	331.7	115.053	115.036	115.086	0.05	12	0	0	0	9	0			403.1	2067.2	401.4	2130.6	399.5	2187.9	399.7	2221.2	398.6	2234.0	3	
AH	1	BUT	614.5	1200.0	2939.5	72.9	132.7	683.8	116.073	116.016	116.187	0.171	6	1	4	1	1	0			607.4	1165.8	613.5	1200.9	622.4	1250.9	625.3	1333.3	648.5	1426.2	4	
IH	1	DIDN'T	428.4	1908.2	2638.1	94.2	106.2	128.2	117.601	117.577	117.648	0.071	1	4	4	2	3	3			438.6	1898.1	427.7	1908.0	424.8	1902.9	416.1	1885.8	412.9	1831.9	5	
UW	1	DO	405.9	1932.1	2456.4	147.8	176.5	155.5	117.805	117.798	117.887	0.089	73	0	0	0	3	0			391.4	1916.9	386.5	1856.2	386.8	1785.5	387.4	1705.9	391.2	1644.9	5	
AE	1	THAT	604.9	1791.0	2633.1	31.6	182.0	135.3	117.994	117.937	118.107	0.17	3	1	4	1	3	0			588.9	1764.7	605.6	1791.9	608.8	1770.2	617.1	1735.5	662.2	1781.9	4	
EY	1	THEY	562.5	1630.7	2578.2	50.8	142.1	105.8	118.499	118.487	118.597	0.11	22	0	0	0	3	0			544.5	1753.8	492.1	1922.2	462.8	2035.0	415.9	2101.7	391.7	1994.4	5	
EY	1	GAVE	659.5	1384.4	2379.8	426.4	410.6	533.1	118.926	118.901	118.992	0.091	21	3	2	2	6	0			626.1	1372.5	657.9	1433.6	546.4	1431.2	542.2	1402.0	527.6	1362.4	6	
AH	1	UP	631.5	1064.9	2441.0	64.0	169.2	199.2	119.112	119.082	119.172	0.09	6	1	1	1	0	0			622.7	1064.1	632.3	1065.6	647.5	1078.8	646.9	1072.9	630.6	1055.1	5	
AA	1	ON	721.8	1141.4	2319.6	106.5	250.5	418.8	119.294	119.261	119.361	0.1	53	4	4	2	0	0			686.9	1102.1	725.7	1145.0	758.1	1195.8	773.5	1269.3	773.0	1309.6	6	
AH	1	COUPLE	621.9	1144.9	2215.5	80.9	132.5	245.2	123.62	123.597	123.667	0.07	6	1	1	1	6	1			620.5	1176.3	620.6	1134.4	617.7	1108.4	598.1	1062.2	565.7	1016.1	6	
AH	1	SUMMERS	718.8	1188.0	2433.9	204.9	187.5	330.2	123.92	123.897	123.966	0.069	6	4	1	2	3	1			690.5	1182.5	720.7	1187.3	722.3	1159.0	703.0	1114.0	685.3	1075.2	5	
ER	0	SUMMERS	553.7	1112.8	1751.8	177.4	210.7	327.3	124.069	124.046	124.116	0.07	94	3	4	2	2	0			549.0	1044.4	553.1	1120.3	550.5	1199.9	556.3	1078.3	555.1	1029.2	6	
OW	1	AGO	567.6	1127.9	2022.0	62.3	84.2	1325.1	124.271	124.246	124.387	0.141	63	0	0	0	6	0			571.4	1117.5	590.3	1071.9	580.8	1050.1	554.7	998.4	547.8	978.8	6	
AY	1	LIKE	628.1	1246.9	2711.3	57.7	83.1	484.1	124.439	124.446	124.507	0.061	47	1	6	1	7	0			616.4	1388.3	602.0	1458.3	572.8	1537.7	529.7	1690.9	505.9	1846.9	4	
IY	0	THE	355.0	2172.3	2649.3	420.4	433.9	904.6	124.736	124.716	124.777	0.061	12	0	0	0	3	0			361.5	2175.0	354.9	2169.9	359.4	2133.2	399.5	2138.0	428.6	2137.8	4	
IY	2	BEFORE	472.7	2150.4	3431.3	267.3	141.7	402.8	125.213	125.196	125.246	0.05	11	3	2	1	1	1			465.8	2133.1	472.7	2150.4	478.5	2139.6	504.2	2096.0	613.5	2045.1	4	
AO	1	BEFORE	515.0	848.1	1923.7	72.5	129.8	573.4	125.379	125.336	125.466	0.13	64	6	4	2	1	0			518.7	832.5	513.9	853.1	513.7	895.8	523.7	941.4	527.8	1017.3	6	
ER	0	OR	524.1	1570.1	1938.0	121.3	127.4	1626.6	125.564	125.537	125.617	0.08	94	0	0	0	0	0			538.1	1535.9	522.9	1574.0	523.6	1628.4	557.5	1678.8	637.0	1603.4	5	
UW	1	TWO	481.0	1887.9	2984.8	273.2	421.5	1381.5	125.743	125.736	125.787	0.051	73	0	0	0	3	0			481.0	1887.9	458.3	1857.9	434.6	1802.4	429.2	1791.5	429.0	1807.8	4	
ER	0	YEARS	494.5	1654.5	1856.9	97.6	353.2	225.7	125.947	125.927	125.986	0.059	94	3	4	2	9	0			496.5	1404.0	494.0	1652.3	494.2	1641.1	506.0	1631.6	516.8	1631.0	6	
OW	1	AGO	594.5	1249.1	2034.7	63.0	131.6	275.7	126.169	126.147	126.236	0.089	63	0	0	0	6	0			583.8	1266.3	616.1	1214.2	642.7	1176.8	693.3	1115.4	778.0	1229.2	5	
AW	1	ABOUT	630.1	1115.1	2422.2	73.3	126.7	250.0	129.677	129.649	129.759	0.11	42	1	4	1	1	0			621.7	1106.1	636.1	1113.2	643.2	1138.4	629.6	1163.6	579.1	1216.0	5	
AE	1	THAT	632.8	1568.3	2658.8	45.4	103.6	211.3	129.875	129.839	129.948	0.109	3	1	4	1	3	0			624.3	1605.5	632.5	1560.6	638.3	1471.2	646.5	1392.1	635.2	1320.8	4	
AO	1	LONG	705.4	1030.2	2375.3	95.3	63.4	278.7	130.071	130.028	130.158	0.13	53	4	6	2	7	0			701.3	1028.8	706.9	1031.2	716.6	1043.7	725.1	1051.5	731.5	1078.2	5	
EY	1	THEY	533.8	1652.3	2281.9	74.1	227.8	210.5	130.315	130.298	130.368	0.07	22	0	0	0	3	0			533.3	1629.7	531.3	1725.8	519.0	1804.1	496.3	1866.9	483.0	1913.9	5	
AA	1	STARTED	589.7	1382.3	2408.0	43.5	109.5	406.2	130.535	130.518	130.568	0.05	44	6	4	2	3	4			584.5	1384.1	589.7	1382.3	594.6	1384.9	593.5	1391.4	588.8	1394.4	5	
AH	0	WITH	451.1	1252.9	2325.4	139.3	235.9	295.0	131.356	131.336	131.397	0.061	6	3	3	2	9	0			453.0	1231.2	448.9	1257.7	437.3	1318.3	437.3	1349.6	428.1	1389.2	6	
EY	1	AWAY	596.7	1450.9	2389.5	52.2	362.0	181.5	132.238	132.226	132.367	0.141	22	0	0	0	9	0			581.0	1616.8	544.3	1757.6	521.2	1856.6	516.7	1850.3	518.0	1678.9	5	
AY	1	LIKE	609.1	1369.8	2446.5	45.1	94.9	198.4	132.443	132.436	132.496	0.06	47	1	6	1	7	0		m	608.2	1406.7	603.3	1322.7	577.9	1179.3	541.0	1023.7	525.7	1050.1	6	
IY	1	SEE	444.7	1991.1	2519.0	153.5	466.2	457.2	132.956	132.936	132.996	0.06	12	0	0	0	3	0			448.8	2017.5	444.2	1988.4	438.9	1939.3	446.1	1868.9	466.6	1806.2	4	
AE	1	THAT	586.9	1608.5	2501.4	59.6	113.9	112.6	133.05	133.026	133.097	0.071	3	1	4	1	3	0			572.4	1626.9	587.5	1606.2	585.1	1582.8	570.6	1568.5	538.9	1543.0	5	
AY	1	SIGN	780.1	1464.9	2733.7	95.5	234.0	533.7	133.304	133.226	133.387	0.161	41	4	4	2	3	0		s	744.4	1378.6	767.5	1348.2	779.6	1480.5	758.6	1437.8	693.0	1397.2	5	
OW	1	OVER	611.0	1319.8	2378.3	124.4	140.4	243.8	133.444	133.437	133.517	0.08	62	3	2	2	0	1			608.1	1284.4	598.8	1191.9	599.9	1085.3	641.2	1060.7	630.1	1241.5	5	
EH	1	THERE	604.6	1933.0	3041.3	165.7	321.4	1017.4	133.727	133.687	133.807	0.12	24	6	4	2	3	0			580.3	1976.8	604.7	1934.0	598.7	1917.7	603.9	1806.2	572.2	1782.8	4	
IY	1	WE	430.5	1971.2	3315.9	334.0	298.7	878.4	136.902	136.882	136.943	0.061	12	0	0	0	9	0			442.4	2028.6	427.2	1956.7	401.4	1800.9	531.9	1940.6	711.3	1972.3	4	
OW	1	DON'T	596.5	1107.1	2358.2	448.6	199.7	450.9	137.129	137.113	137.223	0.11	62	4	4	2	3	3			622.3	1116.2	633.4	1059.8	598.0	1026.4	588.6	998.0	605.4	963.8	5	
