vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AY	1	RIGHT	650.8	1660.2	2218.7	144.5	104.0	214.7	35.188	35.176	35.286	0.11	47	1	4	1	7	0		s	634.2	1728.3	599.0	1809.8	560.2	1777.1	539.4	1552.8	508.9	1456.6	6		631	1656	2240	47.1417	1	right	35.1877
AW	1	NOW	803.8	1604.9	2852.9	71.2	108.5	163.2	35.419	35.366	35.617	0.251	42	0	0	0	4	0			802.0	1613.8	818.0	1513.1	814.0	1339.9	789.3	1252.7	780.9	1305.3	4		796	1551	2888	42.0004	1	now	35.4328
ER	1	FIRST	409.7	1448.9	1596.1	114.4	86.6	649.5	36.659	36.632	36.712	0.08	94	3	4	1	1	3			417.6	1422.6	410.4	1452.3	429.8	1492.3	461.8	1408.6	476.4	1319.5	6		414	1421	1634	94.60013	1	first	36.6507
AO	1	BORN	561.7	803.4	1974.7	163.8	475.9	810.0	36.91	36.863	37.003	0.14	64	6	4	2	1	3			519.8	835.2	566.9	798.9	597.2	817.2	624.3	903.2	644.0	1044.2	6		607	828	2073	54.6001	1	born	36.9385
AE	1	AFTER	720.8	1788.3	2696.7	87.2	124.7	378.6	38.035	38.009	38.088	0.079	33	3	2	1	0	4			724.3	1777.6	718.8	1788.5	697.1	1778.8	655.0	1768.0	581.1	1732.9	4		724	1778	2594	3.32104	1	after	38.0339
AE	1	THAT	716.7	1695.5	2525.4	77.5	101.7	276.6	38.349	38.269	38.508	0.239	3	1	4	1	3	0			673.2	1698.9	720.6	1694.9	734.6	1659.9	729.3	1611.4	704.8	1576.9	4		737	1642	2486	3.1413	1	that	38.3929
AH	1	MOTHER	681.1	1244.5	3036.7	146.1	85.7	706.7	38.928	38.911	38.961	0.05	6	3	3	2	2	1			701.9	1236.5	681.1	1244.5	628.1	1253.3	572.9	1265.0	528.0	1278.4	4		728	1194	2929	6.33121	1	mother	38.9085
AA	1	FATHER	771.1	1255.9	2857.6	81.4	81.8	231.1	39.247	39.18	39.38	0.2	43	3	3	2	1	1			733.9	1257.7	773.1	1254.5	785.6	1264.1	795.3	1295.4	746.5	1322.4	4		800	1294	2734	43.33111	1	father	39.3102
UW	1	TO	395.9	1886.8	2782.7	318.1	224.5	272.6	40.266	40.259	40.56	0.301	73	0	0	0	3	0			441.1	1792.8	475.8	1705.3	479.9	1410.7	480.1	1244.6	517.4	1157.8	4		398	1786	2686	73.0003	1	to	40.2775
EH	1	CONNECTICUT	727.6	1768.8	2515.4	61.1	178.3	243.5	41.344	41.317	41.398	0.081	2	1	4	1	4	2			708.7	1793.6	728.6	1766.7	721.2	1743.8	677.7	1727.5	621.1	1699.6	5		729	1741	2537	2.16145	1	(Con)necticut	41.3587
AW	1	ABOUT	669.2	1283.6	2725.7	102.2	97.8	201.2	42.061	42.037	42.197	0.16	42	1	4	1	1	0			691.0	1276.1	700.1	1255.8	677.3	1187.7	670.6	1273.7	589.5	1332.7	4		700	1263	2763	42.1411	1	(a)bout	42.0795
UW	1	TWO	512.3	1455.3	2452.4	465.4	336.1	1136.6	42.466	42.457	42.558	0.101	73	0	0	0	3	0			444.9	1321.6	400.7	1072.2	399.5	1218.1	384.5	1403.2	362.2	1354.7	5		407	1041	2278	73.0003	1	two	42.4997
EH	1	PARENTS	640.7	1678.4	2008.8	87.5	171.0	802.1	44.214	44.197	44.247	0.05	2	6	4	2	1	1			640.2	1682.6	640.7	1678.4	645.2	1669.2	647.6	1659.4	645.6	1653.6	6		643	1676	2037	24.60011	1	parents	44.2134
AO	1	DIVORCED	571.3	941.6	2011.0	144.0	400.3	329.0	44.786	44.756	44.846	0.09	64	6	4	2	1	3			562.5	898.0	569.1	948.4	551.5	1050.8	536.6	1109.6	524.7	1167.8	6		566	893	1995	64.6001	1	(di)vorced	44.7832
AA	1	GOT	731.9	1692.7	2443.1	74.3	412.3	473.8	45.576	45.549	45.629	0.08	5	1	4	1	6	0			701.1	1739.0	734.5	1687.5	748.6	1681.9	749.1	1715.7	695.1	1740.7	5		746	1701	2489	5.1416	1	got	45.5852
AO	1	DIVORCED	530.8	788.5	1927.5	259.9	245.4	541.7	45.845	45.808	45.918	0.11	64	6	4	2	1	3			528.9	788.4	530.3	796.5	536.4	899.8	529.0	976.9	529.6	1113.5	6		603	917	2265	64.6001	1	(di)vorced	45.853
AE	1	THAT	635.0	1815.6	2595.0	127.0	230.4	472.8	46.228	46.188	46.308	0.12	3	1	4	1	3	0			641.9	1797.0	633.2	1815.5	643.8	1826.7	655.7	1750.5	655.6	1579.7	5		637	1809	2527	3.1413	1	that	46.2347
OY	1	POINT	722.6	1418.0	2299.9	204.5	124.4	556.2	46.508	46.478	46.569	0.091	61	4	4	2	1	3			675.6	1291.1	726.7	1438.5	715.3	1588.6	689.9	1730.5	679.0	1834.1	6		660	1107	2072	61.44213	1	point	46.4741
UW	1	MOVED	445.8	1042.7	1901.3	85.1	147.4	539.7	47.575	47.535	47.655	0.12	72	3	2	2	2	3			432.1	1068.8	445.8	1034.8	446.0	1021.0	444.4	1019.5	436.4	1026.0	6		499	1055	2241	72.3222	1	moved	47.5866
AE	1	BACK	690.8	2184.7	3186.6	195.2	232.0	783.7	48.686	48.653	48.753	0.1	3	1	6	1	1	0			684.1	2170.0	692.3	2183.5	694.6	2167.3	691.6	2197.1	674.2	2232.9	3		657	1927	2519	3.1611	1	back	48.6849
AH	1	MOTHER	691.9	1070.8	1919.7	137.5	162.9	1690.3	49.704	49.674	49.763	0.089	6	3	3	2	2	1			692.4	1041.5	691.4	1075.0	669.0	1134.9	617.5	1181.8	542.6	1182.9	6		721	1073	2762	6.33121	1	mother	49.6991
UW	1	TWO	409.1	1508.4	2461.1	140.2	714.9	493.5	50.171	50.163	50.233	0.07	73	0	0	0	3	0			409.0	1502.7	416.0	1550.1	429.9	1582.8	456.1	1650.1	480.6	1694.7	5		427	1609	2609	73.0003	1	two	50.1963
IH	1	SISTERS	485.7	1692.4	2718.2	97.9	252.7	446.9	50.363	50.343	50.404	0.061	1	3	4	1	3	4			485.9	1681.9	485.6	1695.1	486.3	1716.0	493.3	1706.7	508.5	1684.0	4		478	1631	2553	1.34231	1	sisters	50.3729
AO	1	CORNHILL	563.5	763.4	1887.2	232.6	257.0	882.4	52.241	52.201	52.321	0.12	64	6	4	2	6	4			514.5	830.8	564.2	761.4	545.0	826.2	612.3	944.6	612.2	1069.9	6		611	917	2212	54.60004	1	Cornhill	52.2746
AE	1	MAN	593.7	2024.9	2878.6	265.7	273.5	188.2	54.298	54.221	54.451	0.23	33	4	4	2	2	0			593.0	1815.9	588.9	2013.2	683.8	1928.0	708.9	1728.8	706.7	1667.0	5		611	2061	2884	3.4422	1	man	54.2931
EY	1	EIGHTY	457.4	2400.6	2963.9	412.8	100.1	215.9	57.458	57.446	57.566	0.12	21	1	4	1	0	1			439.7	2404.6	424.6	2436.0	417.8	2459.7	418.5	2456.9	379.3	2393.3	4		427	2448	2961	21.14101	1	eighty	57.4883
UW	1	TWO	467.4	1917.5	2730.9	345.6	276.0	472.7	57.869	57.846	58.086	0.24	73	0	0	0	3	0			400.1	1736.0	394.5	1566.9	404.0	1375.3	417.8	1158.8	412.6	967.7	5		402	1683	2812	73.0003	1	two	57.9299
EY	1	MAYBE	492.2	2088.5	2826.4	201.1	224.3	224.8	58.672	58.658	58.718	0.06	21	1	1	2	2	1			491.6	2013.3	481.3	2116.7	454.6	2147.4	432.6	2110.9	415.2	1889.5	5		463	2046	2851	21.1122	1	maybe	58.6621
AE	1	BACK	598.9	1721.2	2532.2	37.3	220.3	394.5	59.2	59.157	59.287	0.13	3	1	6	1	1	0			584.6	1703.6	600.4	1721.7	611.2	1712.5	624.2	1698.8	673.9	1703.1	5		605	1716	2493	3.1611	1	back	59.2105
EH	1	THEN	746.7	1753.1	2159.9	89.6	111.5	1829.8	60.722	60.659	60.848	0.189	2	4	4	2	3	0			730.6	1373.7	746.9	1748.4	749.1	1738.6	742.7	1749.2	721.3	1743.0	6		749	1748	2710	2.4423	1	then	60.7362
EY	1	EIGHTY	474.4	2163.1	2859.5	239.3	562.7	381.2	61.454	61.442	61.562	0.12	21	1	4	1	0	1			443.9	2155.0	421.5	2322.7	416.0	2400.4	408.4	2400.6	388.5	2244.0	4		420	2377	2959	21.14101	1	eighty	61.4911
EY	1	EIGHTY	468.6	2314.1	2897.6	165.3	385.4	469.6	62.807	62.738	62.879	0.141	21	1	4	1	0	1			473.0	2308.3	431.4	2332.4	433.1	2366.5	434.2	2401.8	422.9	2353.4	4		432	2329	2950	21.14101	1	eighty	62.8031
AY	1	NINE	790.5	1463.0	3120.8	84.0	172.9	195.3	63.145	63.069	63.279	0.21	41	4	4	2	4	0			783.8	1542.9	790.4	1460.4	779.6	1535.8	744.5	1683.1	631.1	1869.0	4		791	1460	3082	41.4424	1	nine	63.1421
AO	1	CORNHILL	613.4	782.9	2126.8	268.7	419.9	895.7	64.099	64.059	64.178	0.119	64	6	4	2	6	4			514.1	909.0	626.1	799.7	690.4	941.1	682.2	1013.2	683.6	1145.7	6		679	976	2296	54.60004	1	Cornhill	64.1151
EH	1	THERE	636.3	1694.9	2228.6	164.4	93.6	169.3	66.109	66.043	66.242	0.199	24	6	4	2	3	0			655.7	1713.6	628.9	1692.4	581.5	1673.9	561.0	1641.2	573.0	1631.4	6		669	1681	2540	24.6003	1	there	66.0624
AE	1	BACK	618.1	2061.4	3784.2	141.3	198.5	500.4	66.945	66.908	67.019	0.111	3	1	6	1	1	0			608.5	2068.6	620.2	2057.7	635.9	2021.3	662.6	2114.0	686.4	2224.5	3		603	1893	2594	3.1611	1	back	66.9498
EH	1	CONNECTICUT	709.7	1714.5	2694.5	74.0	190.5	1004.5	67.662	67.639	67.709	0.07	2	1	4	1	4	2			712.3	1728.7	706.2	1710.4	674.9	1703.8	630.6	1701.9	586.7	1693.8	4		720	1708	2754	2.16145	1	(Con)necticut	67.6621
IY	1	THREE	425.1	2427.8	3574.1	177.9	202.3	1399.6	70.29	70.273	70.323	0.05	12	0	0	0	8	0			421.0	2342.4	425.1	2427.8	426.7	2496.2	429.9	2498.8	432.0	2488.4	3		395	1902	2798	12.0008	1	three	70.2661
AA	1	GOT	645.2	1622.5	2551.0	77.4	278.5	620.9	73.007	72.98	73.061	0.081	5	1	4	1	6	0			580.8	1646.8	650.9	1618.9	707.3	1564.1	743.2	1547.6	726.4	1524.9	5		744	1559	2640	5.1416	1	got	73.0268
AE	1	BACK	671.5	1888.5	2280.9	92.7	174.3	901.3	73.15	73.12	73.21	0.09	3	1	6	1	1	0			658.5	1855.1	671.9	1889.3	662.6	1871.3	661.3	1819.1	638.3	1804.6	5		705	1926	2783	3.1611	1	back	73.1493
EH	1	TOGETHER	652.4	1763.7	2815.0	112.7	272.7	1100.2	73.42	73.39	73.48	0.09	2	3	3	2	6	1			608.1	1839.4	660.6	1756.2	714.6	1697.1	740.1	1620.1	714.1	1538.6	5		735	1683	3150	2.33161	1	(to)gether	73.4399
AE	1	DAD	648.7	1960.9	2656.2	129.0	277.9	368.6	76.053	75.993	76.174	0.181	3	1	4	2	3	0			620.1	1905.9	645.5	1970.9	626.4	1908.3	651.3	1897.8	634.7	1793.8	5		688	2022	2737	3.1423	1	dad	76.0439
ER	1	HERKIMER	519.2	1415.8	2239.2	133.5	144.1	667.2	78.071	78.044	78.124	0.08	94	1	6	1	0	2			540.4	1439.8	517.6	1415.2	504.6	1427.2	502.6	1451.3	496.8	1449.2	5		492	1400	1556	94.60002	1	Herkimer	78.0937
AW	1	OUT	833.3	1617.4	2795.5	84.7	171.9	169.3	79.434	79.409	79.509	0.1	42	1	4	1	0	0			819.8	1632.2	839.6	1565.2	846.0	1490.2	834.0	1411.2	816.1	1347.5	4		840	1486	2783	42.141	1	out	79.4541
EH	1	EVER	621.6	1824.1	2709.2	73.3	209.2	344.7	80.038	80.018	80.078	0.06	2	3	2	2	0	1			610.2	1857.9	622.4	1819.9	631.9	1785.2	640.5	1765.4	635.9	1701.2	4		632	1734	2613	2.32201	1	ever	80.0481
AO	1	FORTH	563.2	1037.3	1853.1	319.2	816.8	768.2	81.558	81.518	81.637	0.119	64	6	4	2	1	3			540.6	1244.5	566.0	1006.3	581.0	907.3	575.3	956.4	580.6	1029.1	6		564	918	2115	64.6001	1	forth	81.5909
IH	1	DID	510.0	1698.8	2417.4	44.1	93.8	236.6	88.758	88.715	88.845	0.13	1	1	4	2	3	0			479.3	1639.5	512.5	1702.0	540.3	1695.2	564.4	1691.6	561.2	1714.1	5		580	1693	2328	1.1423	1	did	88.8074
AE	1	ACTUALLY	595.7	1795.8	2378.0	66.6	169.7	536.2	88.914	88.874	88.994	0.12	3	1	6	1	0	4			587.2	1390.7	597.4	1797.3	613.4	1764.0	610.2	1675.7	568.1	1613.2	6		600	1793	2418	3.16105	1	actually	88.9256
AO	1	FOUR	513.5	892.2	2408.3	88.5	197.9	267.4	90.782	90.755	90.835	0.08	64	6	4	2	1	0			516.0	959.3	513.6	892.6	508.4	909.4	500.5	974.2	488.5	1072.0	5		500	866	2175	64.6001	1	four	90.7761
EH	1	REMEMBER	736.5	1673.2	2330.0	152.4	99.3	285.8	95.922	95.902	95.962	0.06	2	4	1	2	2	4			722.3	1685.7	737.2	1670.1	738.3	1625.9	712.3	1590.0	652.0	1569.7	6		741	1668	2312	2.41224	1	(re)member	95.9256
EY	1	NAME	636.1	1943.1	2518.5	213.3	142.5	234.6	96.199	96.163	96.293	0.13	21	4	1	2	4	0			603.2	1915.6	604.9	1968.6	513.0	2007.9	494.0	1995.4	474.3	1837.0	5		684	1927	2480	21.4124	1	name	96.1963
OW	1	JONES	647.8	1216.4	2430.6	327.7	195.9	847.0	96.925	96.912	97.073	0.161	62	4	4	2	5	3			649.8	1235.7	590.3	1048.3	661.4	1149.4	552.5	1081.8	614.6	1006.3	5		689	1279	2470	62.4425	1	Jones	96.9413
AY	1	HIGHSCHOOL	867.1	1505.1	2764.5	134.9	181.0	664.7	100.878	100.891	100.971	0.08	47	3	4	1	0	4		s	795.6	1651.8	728.9	1691.6	646.5	1768.2	571.1	1803.3	510.6	1791.3	4		838	1588	2509	47.34201	1	highschool	100.8914
AE	1	GRADUATED	591.5	1755.6	2770.9	56.2	155.8	462.4	101.338	101.312	101.391	0.079	3	2	5	2	8	2			578.1	1727.3	592.7	1762.9	589.0	1806.7	564.3	1826.7	512.2	1823.3	4		591	1727	2507	3.25282	1	graduated	101.3444
AH	1	MOTHER	705.3	1154.8	2854.6	127.6	109.2	574.0	109.664	109.641	109.711	0.07	6	3	3	2	2	1			730.1	1149.0	700.6	1154.7	627.1	1151.5	555.6	1159.4	495.0	1177.0	4		708	1125	2437	6.33121	1	mother	109.6535
AO	1	BORN	531.6	797.0	1927.3	130.9	168.4	741.5	110.229	110.192	110.302	0.11	64	6	4	2	1	3			502.6	776.8	537.4	804.0	575.7	883.5	552.6	952.8	534.4	1033.5	6		625	902	2650	54.6001	1	born	110.2447
EH	1	AREA	552.5	1892.8	2771.3	116.9	189.5	619.5	110.848	110.821	110.901	0.08	2	6	4	2	0	2			541.4	1978.8	552.9	1887.5	555.4	1847.9	559.3	1800.4	558.8	1763.0	4		543	1746	2332	24.60001	1	area	110.8572
AA	1	ADOPTED	817.3	1547.8	2492.9	42.2	196.1	2006.0	111.843	111.78	111.969	0.189	5	1	1	1	3	4			679.6	1556.6	824.6	1547.3	829.7	1529.0	846.5	1489.8	808.5	1495.6	5		844	1537	2152	5.11133	1	(a)dopted	111.8957
AA	1	ROCHESTER	798.6	1613.9	2984.6	72.0	192.8	282.6	112.46	112.42	112.539	0.119	5	2	5	1	7	2			785.5	1545.2	796.6	1615.9	750.1	1618.8	715.8	1650.3	634.9	1664.7	4		805	1578	2916	5.16175	1	Rochester	112.457
EH	2	ROCHESTER	659.5	1643.6	2850.9	94.5	148.4	1561.0	112.683	112.65	112.749	0.099	2	3	4	1	5	4			628.8	1657.5	661.7	1643.5	674.6	1643.0	660.5	1635.2	588.9	1431.6	5		688	1647	3093	2.34251	1	(Ro)chester	112.6963
IH	1	HIS	471.8	1846.7	2852.1	56.1	559.4	930.5	113.43	113.4	113.49	0.09	1	3	4	2	0	0			472.1	1832.7	471.2	1846.8	467.0	1809.0	461.1	1793.3	455.3	1823.9	4		469	1858	2915	1.341	1	his	113.4299
AA	1	ADOPTED	801.6	1643.2	2903.3	49.2	209.2	364.9	114.013	113.97	114.099	0.129	5	1	1	1	3	4			727.5	1666.8	806.9	1637.2	813.8	1563.2	799.9	1506.5	732.1	1506.1	4		820	1622	2943	5.11133	1	(a)dopted	114.0225
EH	1	PARENTS	689.7	1711.4	2214.5	168.6	116.6	180.3	114.359	114.329	114.42	0.091	2	6	4	2	1	1			673.1	1717.4	695.5	1711.5	716.1	1713.2	686.6	1705.8	676.3	1684.3	6		726	1842	2592	24.60011	1	parents	114.3615
EY	1	THEY	507.9	1763.3	2810.0	111.7	340.9	630.0	114.666	114.65	114.8	0.15	22	0	0	0	3	0			497.8	1872.4	459.0	1988.1	447.4	2005.9	416.7	1742.4	416.0	1665.9	5		520	1937	2861	22.0003	1	they	114.6735
ER	1	HERKIMER	531.0	1412.4	1901.3	102.4	98.9	923.9	115.999	115.962	116.072	0.11	94	1	6	1	0	2			531.8	1412.2	531.9	1413.0	541.3	1414.8	564.0	1397.5	569.9	1370.0	5		545	1414	1917	94.60002	1	Herkimer	116.0196
AE	1	THAT	662.4	1708.8	2982.4	98.2	112.2	1046.4	117.666	117.623	117.753	0.13	3	1	4	1	3	0			626.4	1704.1	666.2	1706.5	681.7	1667.3	651.8	1576.2	623.6	1471.1	5		659	1711	2887	3.1413	1	that	117.6649
OW	1	KNOW	624.1	1425.0	2473.1	44.4	108.4	671.8	121.654	121.614	121.983	0.369	63	0	0	0	4	0			632.7	1289.1	627.0	1199.8	592.2	1127.8	532.7	1079.0	481.2	944.7	5		631	1261	2746	62.0004	1	know	121.7191
EY	1	GREAT	560.2	1689.7	2167.8	82.3	112.8	226.5	122.489	122.469	122.578	0.109	21	1	4	1	8	0			559.9	1692.3	528.9	1630.1	457.9	1270.6	414.0	983.4	392.1	971.4	6		547	1679	2132	21.1418	1	great	122.4869
AE	1	GRANDPARENTS	581.2	1768.2	2708.0	97.1	196.7	435.2	122.772	122.739	122.839	0.1	33	4	1	2	8	5			569.4	1726.4	582.8	1771.0	591.4	1794.1	586.7	1789.1	578.1	1710.2	4		587	1774	2715	3.44284	1	grandparents	122.7775
EH	2	GRANDPARENTS	593.9	1736.4	2354.6	130.9	264.9	1159.8	123.005	122.938	123.138	0.2	2	6	4	2	1	1			566.7	1726.6	592.0	1732.2	561.1	1709.2	552.5	1690.4	564.1	1677.9	5		611	1767	2389	24.60011	1	(grand)parents	122.9911
EY	1	STRAIGHT	513.2	1866.8	2439.1	77.0	267.0	219.7	123.738	123.698	123.778	0.08	21	1	4	1	8	0			471.0	1732.6	490.9	1824.9	513.2	1866.8	517.5	1867.0	507.8	1870.2	4		519	1850	2437	21.1418	1	straight	123.7419
AO	1	OFF	706.8	1397.6	2600.4	80.9	145.3	273.1	123.845	123.808	123.918	0.11	53	3	2	1	0	0			681.3	1481.7	708.8	1387.7	726.3	1314.3	718.2	1258.4	695.6	1223.3	4		728	1317	2865	53.321	1	off	123.8615
OW	1	BOAT	562.8	1121.4	2562.5	107.6	88.5	158.6	124.161	124.139	124.298	0.159	62	1	4	1	1	0			581.4	1144.0	588.4	1160.6	576.9	1112.3	557.4	1028.4	523.6	942.5	5		605	1169	2583	62.1411	1	boat	124.1892
IH	1	ITALY	540.0	1828.9	2783.1	126.6	144.6	222.1	125.225	125.202	125.272	0.07	1	1	4	1	0	2			549.3	1831.7	539.2	1828.5	534.2	1823.3	530.0	1814.7	524.5	1816.5	4		530	1783	2692	1.14102	1	Italy	125.2248
AE	1	GRANDPARENTS	719.5	1828.9	2372.4	178.5	177.8	520.0	126.614	126.574	126.694	0.12	33	4	4	2	8	5			661.7	1730.4	723.0	1838.5	723.3	1911.4	716.7	1927.4	690.4	1815.9	5		724	1929	2557	3.44284	1	grandparents	126.6365
AA	1	ARE	729.8	1277.7	2070.8	49.6	103.5	2346.1	128.276	128.219	128.389	0.17	44	6	4	2	0	0			720.6	1295.2	731.8	1275.3	743.7	1280.7	767.5	1323.6	771.5	1407.5	6		750	1283	2644	44.6	1	are	128.2874
AY	1	LIFE	653.8	1196.6	1723.2	103.5	894.9	722.4	130.944	130.943	131.033	0.09	47	3	2	1	7	0			636.6	1436.3	597.6	1425.1	543.1	1294.1	503.4	1389.0	480.3	1517.9	6		658	1432	2949	47.3217	1	life	130.9513
EH	1	EVER	583.2	1406.6	2228.2	105.2	68.2	246.6	132.202	132.178	132.249	0.071	2	3	2	2	0	1			568.1	1407.1	583.4	1405.7	577.2	1393.6	565.1	1379.8	541.1	1357.4	5		587	1406	2237	2.32201	1	ever	132.202
AY	1	HIGHSCHOOL	795.6	1497.1	2600.7	107.9	178.0	274.1	139.841	139.826	139.937	0.111	47	3	4	1	0	4		s	784.8	1515.5	712.0	1591.1	617.8	1690.0	541.6	1721.1	452.5	1770.5	5		780	1508	2546	47.34201	1	highschool	139.8516
AE	1	GRADUATED	610.1	1720.6	2414.2	56.2	161.5	123.3	142.557	142.517	142.638	0.121	3	2	5	2	8	2			568.6	1619.6	612.7	1728.3	598.9	1752.8	521.2	1761.1	459.4	1797.8	5		619	1750	2475	3.25282	1	graduated	142.5709
AY	1	HIGHSCHOOL	691.0	1578.1	2506.5	69.3	103.5	257.3	142.843	142.838	142.947	0.109	47	3	4	1	0	4		s	689.9	1607.5	662.9	1616.1	607.7	1620.8	557.4	1613.7	523.1	1675.7	5		692	1595	2495	47.34201	1	highschool	142.853
OW	1	ENROLLED	476.7	1153.0	2501.8	277.5	236.3	381.5	143.959	143.942	144.011	0.069	62	5	4	2	7	3			472.4	1171.1	486.2	1106.9	506.5	1032.5	536.4	996.0	556.2	946.3	5		574	972	2680	62.5427	1	(en)rolled	143.9997
AA	1	COLLEGE	758.2	1501.4	2536.7	75.7	151.0	200.2	144.294	144.271	144.341	0.07	5	5	4	2	6	1			748.1	1529.7	758.4	1490.2	760.5	1444.8	781.4	1411.1	793.7	1405.2	5		797	1392	2885	5.54201	1	college	144.3359
AE	1	GRADUATE	587.3	1784.8	2590.9	49.6	274.6	331.0	150.591	150.551	150.671	0.12	3	2	5	2	8	2			582.8	1698.5	586.7	1792.4	573.2	1804.2	560.1	1820.4	512.9	1790.4	4		575	1710	2469	3.25281	1	graduate	150.6051
AW	1	ACCOUNTING	788.5	1652.5	2566.3	109.3	198.2	580.4	155.582	155.552	155.693	0.141	42	4	4	2	6	1			783.0	1662.5	847.7	1548.2	858.9	1431.8	927.8	1304.4	1030.4	1282.9	4		835	1473	2710	42.44203	1	(ac)counting	155.6065
AH	1	LOVE	683.3	1205.7	2573.6	79.5	51.2	206.1	158.838	158.811	158.891	0.08	6	3	2	2	7	0			688.4	1189.3	681.8	1206.8	643.8	1221.2	583.3	1239.5	536.0	1260.0	5		690	1201	2564	6.3227	1	love	158.8287
UW	1	SCHOOL	432.4	901.4	2567.6	64.1	100.6	494.5	164.256	164.233	164.303	0.07	72	5	4	2	6	0			417.4	922.6	435.1	897.6	447.8	888.6	457.4	884.5	461.0	869.5	5		439	897	2549	72.5426	1	school	164.259
AY	1	TIME	742.7	1461.5	3175.6	76.3	88.6	1246.6	164.688	164.633	164.872	0.239	41	4	1	2	3	0		s	739.0	1465.2	735.1	1471.3	725.4	1518.0	708.3	1571.6	663.6	1564.7	4		742	1456	3255	41.4123	1	time	164.692
AY	1	TIME	754.5	1464.5	2721.8	82.7	128.8	942.5	165.785	165.705	165.865	0.16	41	4	1	2	3	0		s	598.9	706.9	600.8	1177.3	754.5	1464.5	745.2	1510.6	715.0	1578.0	6		747	1473	2834	41.4123	1	time	165.7874
EY	1	PAIN	625.9	1965.2	2497.5	161.3	204.9	285.9	167.987	167.92	168.059	0.139	21	4	4	2	1	0			551.4	1817.1	579.4	1878.6	623.8	1973.7	582.7	2046.6	568.9	2046.8	5		647	1943	2463	21.4421	1	pain	167.9854
AW	1	NOW	795.8	1632.9	3147.2	105.7	142.9	471.8	171.05	171.028	171.197	0.169	42	0	0	0	4	0			804.8	1597.3	802.3	1496.0	749.7	1328.1	721.0	1155.0	696.2	1537.8	4		808	1555	3083	42.0004	1	now	171.0709
